,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
10,"[(3429, 2), (3431, 0), (3432, 0), (3433, 0)]",3429,4,a,"[3429, 3431, 3432, 3433]"," se pelos
 povo[a]dos que [a] [a]beiram [a]companhando insignificantes cursos de",2644
11,"[(3705, 0), (3708, 0), (3709, 0), (3712, 0), (3716, 0)]",3705,5,a,"[3705, 3708, 3709, 3712, 3716]"," poucas léguas, [a]molentada ou desinfluída [a] [a]tração das entradas [a]venturosas, e extinta [a]
 miragem do",2857
12,"[(3998, 2), (3998, 3), (3999, 0), (4000, 1)]",3998,4,da,"[3998, 3998, 3999, 4000]"," torneando a truncadura malgra[da][da] [da] bor[da]
 de um",3088
13,"[(5267, 3), (5271, 4), (5275, 3), (5281, 0)]",5267,4,du,"[5267, 5271, 5275, 5281]"," e calcários, revezan[do]- se ou entrelaçan[do]- se, repontan[do]

 12

 [du]ramente a cada passo",4047
14,"[(5395, 3), (5397, 0), (5399, 4), (5402, 0)]",5395,4,a,"[5395, 5397, 5399, 5402]",", facilitando pela irradi[a]ção noturna [a] perda instantâne[a] do calor [a]bsorvido pelas rochas
",4146
15,"[(5952, 0), (5956, 1), (5957, 0), (5959, 0)]",5952,4,dZi,"[5952, 5956, 5957, 5959]"," camadas menos resistentes [de] argila vermelha, cin[di]das [de] veios [de] quartzo,
",4577
16,"[(6204, 1), (6204, 4), (6207, 0), (6210, 1)]",6204,4,ka,"[6204, 6204, 6207, 6210]","- se, es[ca]rifi[ca]das, de [ca]vidades circulares e a[ca]naladuras
 fundas,",4758
17,"[(6430, 0), (6432, 0), (6435, 0), (6438, 0)]",6430,4,a,"[6430, 6432, 6435, 6438]"," que sumariamos reforçam [a] concepção [a]venturosa.
 [a]lentam- na [a]inda: o estranho",4934
18,"[(6631, 0), (6635, 0), (6636, 0), (6639, 2), (6642, 0)]",6631,5,a,"[6631, 6635, 6636, 6639, 6642]"," fronteiras das duas [a]méricas, ligando o [a]tlântico [a]o Pacífico. cobri[a],
 [as]sim, grande parte",5093
19,"[(6749, 0), (6750, 1), (6752, 2), (6754, 1), (6755, 1)]",6749,5,du,"[6749, 6750, 6752, 6754, 6755]"," mais antigo
 [do] mun[do]— segun[do] a de[du]ção de[du]ção de Gerber,",5180
20,"[(6837, 0), (6840, 4), (6842, 0), (6844, 0), (6847, 0), (6849, 2), (6852, 1)]",6837,7,a,"[6837, 6840, 6842, 6844, 6847, 6849, 6852]"," de Barbacena e [a] Bolívia. simultane[a]mente, [a]o
 [a]brir- se [a] época terci[á]ria, se re[a]liza o fato prodigioso",5249
21,"[(7037, 4), (7040, 3), (7045, 3), (7049, 3)]",7037,4,du,"[7037, 7040, 7045, 7049]"," erigia já
 constituí[do], e corroen[do]- a, e trituran[do]- a, remoinhan[do] para oeste e",5394
22,"[(7141, 0), (7143, 0), (7144, 0), (7148, 0)]",7141,4,a,"[7141, 7143, 7144, 7148]",": o líquen [a]inda
 [a]taca [a] pedra, fecundando [a] terra. E",5475
23,"[(7468, 0), (7472, 0), (7475, 0), (7480, 0), (7483, 0)]",7468,5,a,"[7468, 7472, 7475, 7480, 7483]"," Caipã. Obediente [à] mesma tendência, [a] do
 [a]racati, lançando- se [a] NO, [à] borda dos tabuleiros",5728
24,"[(8295, 0), (8296, 0), (8300, 0), (8305, 0)]",8295,4,dZi,"[8295, 8296, 8300, 8305]"," duros— arregoados [di]vagantes [de] algares, sulcos [de]
 despenhadeiros, socavas [de] bocainas, criava",6375
25,"[(8851, 0), (8856, 0), (8858, 0), (8859, 2)]",8851,4,a,"[8851, 8856, 8858, 8859]"," austral, como [a]
 batizou, mal [a]tentou para [a] teri[a] recamada de uma",6775
26,"[(9439, 0), (9441, 0), (9444, 0), (9448, 1)]",9439,4,a,"[9439, 9441, 9444, 9448]"," das
 colunas [a]quecidas, [a] efervescência dos [a]res; e o di[a], incomparável no",7232
27,"[(9806, 0), (9810, 0), (9811, 0), (9812, 0), (9814, 0)]",9806,5,a,"[9806, 9810, 9811, 9812, 9814]"," da seca, [a]
 secura da [a]tmosfera [a]tinge [a] graus [a]normalíssimos.
 Higrômetros",7516
28,"[(10991, 0), (10994, 0), (10997, 0), (11001, 0)]",10991,4,a,"[10991, 10994, 10997, 11001]"," que se remova [a] intrusão do [a]caso.
 [as]sim, para citarmos [a]penas as maiores,",8412
29,"[(11509, 0), (11510, 1), (11512, 0), (11514, 0), (11515, 3), (11516, 2)]",11509,6,a,"[11509, 11510, 11512, 11514, 11515, 11516]"," em que pese [à] su[a] forma [a]traentíssima, [a] teori[a] plane[a]da: raramente
",8787
30,"[(11542, 3), (11544, 0), (11545, 3), (11548, 0)]",11542,4,a,"[11542, 11544, 11545, 11548]",", entretanto, denunci[a] menos [a] desvali[a] de uma [a]proximação
 imposta rigorosamente",8811
31,"[(11898, 0), (11900, 0), (11904, 0), (11910, 2), (11912, 0)]",11898,5,a,"[11898, 11900, 11904, 11910, 11912]"," de encostas, [a]barreirando- [a], alteando- [a],
 provocando- lhe resfri[a]mento e [a] condensação em chuvas",9089
32,"[(12033, 0), (12036, 1), (12039, 0), (12043, 0)]",12033,4,a,"[12033, 12036, 12039, 12043]","
 ano, [a]té que se re[a]bra outra vez [a]quela quadra. Sendo [as]sim e lembrando-",9195
33,"[(12080, 0), (12082, 0), (12083, 0), (12087, 2)]",12080,4,a,"[12080, 12082, 12083, 12087]"," Estados. levando [a] borda [a]té [a]os
 extremos da bahi[a], não poderemos",9235
34,"[(12137, 2), (12140, 0), (12142, 3), (12144, 0)]",12137,4,a,"[12137, 12140, 12142, 12144]"," correntes, o resfri[a]mento subseqüente e [a] condensação imedi[a]ta nos [a]guaceiros diluvianos
 que",9281
35,"[(12698, 1), (12699, 0), (12700, 1), (12702, 0), (12703, 0)]",12698,5,a,"[12698, 12699, 12700, 12702, 12703]"," e vão, di[a] [a] di[a], [a]bsorvendo [a] umidade exígua da",9714
36,"[(12764, 0), (12767, 0), (12768, 1), (12770, 0), (12772, 0), (12772, 3)]",12764,6,a,"[12764, 12767, 12768, 12770, 12772, 12772]"," francas.
 [a]o passo que [a] ca[a]tinga o [a]foga; [a]brevi[a]- lhe o",9764
37,"[(12775, 0), (12780, 0), (12784, 0), (12788, 0)]",12775,4,u,"[12775, 12780, 12784, 12788]"," abrevia- lhe [o] olhar; agride- [o] e estonteia- [o]; enlaça- [o] na
 trama",9773
38,"[(13366, 1), (13367, 0), (13368, 1), (13372, 1)]",13366,4,pa,"[13366, 13367, 13368, 13372]"," aço, admiráveis a[pa]relhos [pa]ra pro[pa]gação das sementes, es[pa]lhando- as profusamente",10229
39,"[(13434, 0), (13437, 0), (13439, 0), (13443, 1)]",13434,4,a,"[13434, 13437, 13439, 13443]","..
 [as]sim disposta, [a] árvore [a]parelha- se para re[a]gir contra o regímen",10280
40,"[(13588, 0), (13591, 0), (13593, 0), (13596, 0)]",13588,4,dZi,"[13588, 13591, 13593, 13596]",", arbúsculos
 [de] pouco mais [de] metro [de] alto, [de] largas folhas espessas",10390
41,"[(13736, 3), (13740, 3), (13744, 2), (13748, 3)]",13736,4,du,"[13736, 13740, 13744, 13748]"," soterrada.
 espanca[do] pelas canículas, fustiga[do] dos sóis, roí[do] dos enxurros, tortura[do] pelos ventos,",10506
42,"[(14125, 0), (14126, 1), (14128, 0), (14133, 0), (14137, 0)]",14125,5,a,"[14125, 14126, 14128, 14133, 14137]","
 lado, [a] su[a] epiderme [a]o resfriar- se, [à] noite, muito [a]baixo da temperatura do",10802
43,"[(14226, 1), (14228, 0), (14232, 0), (14237, 0)]",14226,4,si,"[14226, 14228, 14232, 14237]"," revidar isoladas, dis[ci]plinam- [se], congregam- [se],
 arregimentam- [se]. São deste",10877
44,"[(14761, 0), (14763, 0), (14766, 0), (14771, 0)]",14761,4,a,"[14761, 14763, 14766, 14771]",", são novidade [a]traente, [a] princípio. [a]tuam
 pelo contraste. [a]prumam- se tesos",11279
45,"[(15354, 0), (15356, 0), (15360, 0), (15361, 4)]",15354,4,a,"[15354, 15356, 15360, 15361]","- Hilaire: [há], [a]li,
 toda [a] melancoli[a] dos invernos,",11718
46,"[(15971, 0), (15972, 0), (15973, 1), (15975, 3), (15976, 3)]",15971,5,a,"[15971, 15972, 15973, 15975, 15976]"," o convizinham
 [a]té [a]o ce[a]rá, estari[a] despovo[a]do. O umbu",12185
47,"[(17298, 1), (17299, 0), (17302, 0), (17304, 0), (17306, 0)]",17298,5,a,"[17298, 17299, 17302, 17304, 17306]"," desaparecer das
 so[a]lheiras [a]nula- se [a] secura [a]normal dos [a]res. Novos tons",13182
48,"[(17477, 0), (17481, 0), (17484, 0), (17485, 1)]",17477,4,a,"[17477, 17481, 17484, 17485]","
 estepes mais [á]ridas.
 Relegando [a] outras páginas [a] su[a] significação como fator",13323
49,"[(18796, 0), (18797, 0), (18799, 0), (18804, 0), (18807, 0), (18809, 0), (18813, 0)]",18796,7,a,"[18796, 18797, 18799, 18804, 18807, 18809, 18813]"," bandeiras.
 [a]tacou [a] fundo [a] terra, escarificando- [a] nas explorações [a] céu [a]berto; esterilizou- [a] com
 os",14342
50,"[(18907, 0), (18909, 0), (18913, 0), (18915, 1)]",18907,4,a,"[18907, 18909, 18913, 18915]",", estas selvatiquezas [a]travessaram toda [a] nossa história. [a]inda em me[a]dos deste

",14423
51,"[(18966, 0), (18969, 0), (18973, 0), (18976, 0)]",18966,4,a,"[18966, 18969, 18973, 18976]"," na frente, [a]lumiando- lhes [a]
 rota, [a]brindo- lhes [a] estrada e devastando",14469
52,"[(19596, 0), (19599, 0), (19600, 1), (19602, 0)]",19596,4,a,"[19596, 19599, 19600, 19602]"," grandes colonizadores delatam [a] um tempo [a] su[a]
 [a]tividade inteligente e o",14948
53,"[(19796, 0), (19799, 3), (19800, 0), (19803, 0)]",19796,4,a,"[19796, 19799, 19800, 19803]"," O deserto, [a]o sul, pareci[a] [a]vançar, dominando [a] paragem
 toda",15106
54,"[(20029, 0), (20033, 0), (20036, 0), (20036, 2)]",20029,4,a,"[20029, 20033, 20036, 20036]",". Por fim [a] Tunísia, onde [ha]viam

 [a]pro[a]do os filhos prediletos",15284
55,"[(20464, 0), (20466, 0), (20469, 0), (20471, 0)]",20464,4,a,"[20464, 20466, 20469, 20471]",",
 estupendos [a]lambiques para [a] destilação das [á]guas do [a]tlântico!
 O",15612
56,"[(20477, 2), (20480, 2), (20481, 4), (20484, 4)]",20477,4,tu,"[20477, 20480, 20481, 20484]"," O alvitre mais modes[to] porém, efei[to] imedia[to] de um ensinamen[to] histórico, sugerido",15623
57,"[(20532, 0), (20532, 3), (20534, 0), (20538, 0)]",20532,4,a,"[20532, 20532, 20534, 20538]",", de modo [a]preci[á]vel, [a]
 estrutura e [a] conformação do solo",15664
58,"[(20566, 0), (20568, 1), (20571, 2), (20574, 2)]",20566,4,si,"[20566, 20568, 20571, 20574]"," manifesta desde que [se]
 con[si]dere que a capa[ci]dade absorvente e emis[si]va dos terrenos expostos",15693
59,"[(21222, 0), (21225, 0), (21226, 0), (21230, 0)]",21222,4,a,"[21222, 21225, 21226, 21230]"," vida primitiva. [a] vaquejada e [a] [ar]ribada. Tradições. [a] seca.
",16187
60,"[(21833, 0), (21835, 0), (21837, 0), (21838, 1)]",21833,4,a,"[21833, 21835, 21837, 21838]",",
 subordinou [a] uma [a]nálise cuidadosa [a] su[a] religiosidade original e",16653
61,"[(21889, 0), (21892, 2), (21893, 2), (21895, 2)]",21889,4,si,"[21889, 21892, 21893, 21895]"," quaisquer outras, [se] faz pelo exer[cí]cio inten[si]vo da fero[ci]dade e da força",16697
62,"[(22335, 2), (22337, 0), (22341, 0), (22346, 0)]",22335,4,si,"[22335, 22337, 22341, 22346]",". Os elementos ini[ci]ais não [se] resumem, não [se] unificam; desdobram- [se]; originam
",17044
63,"[(22496, 0), (22499, 0), (22503, 0), (22507, 4)]",22496,4,du,"[22496, 22499, 22503, 22507]"," convergem os cruzamentos [do] mulato, [do] curiboca e
 [do] cafuz.
 avalian[do]- se,",17170
64,"[(23784, 0), (23788, 0), (23792, 0), (23795, 1)]",23784,4,si,"[23784, 23788, 23792, 23795]","; erma- [se] e deprime- [se]— transmudando- [se] nos sertões ex[si]cados e bárbaros,",18181
65,"[(24454, 0), (24455, 1), (24457, 0), (24459, 0)]",24454,4,a,"[24454, 24455, 24457, 24459]"," das antíteses. [a] su[a] feição [a]parente é [a] de benignidade
",18699
66,"[(24466, 0), (24468, 0), (24468, 3), (24469, 0), (24472, 0)]",24466,5,a,"[24466, 24468, 24468, 24469, 24472]", extrema:— [a] terra [a]feiço[a]da [à] vida; [a] natureza fecunda erguida,18708
67,"[(24468, 4), (24470, 1), (24474, 2), (24475, 2)]",24468,4,da,"[24468, 24470, 24474, 24475]",— a terra afeiçoa[da] à vi[da]; a natureza fecun[da] ergui[da] na apoteose triunfal,18710
68,"[(24658, 2), (24661, 0), (24661, 3), (24662, 0)]",24658,4,a,"[24658, 24661, 24661, 24662]"," firmamento límpido
 arquei[a]- se [a]lumi[a]do [a]inda por um Sol",18851
69,"[(25016, 0), (25019, 1), (25021, 0), (25023, 0)]",25016,4,a,"[25016, 25019, 25021, 25023]","- estar, [a]té que se re[a]te nos [a]res imobilizados [a] componente formidável do",19114
70,"[(25441, 0), (25446, 0), (25449, 0), (25453, 0)]",25441,4,e~j~,"[25441, 25446, 25449, 25453]"," expande- se [em] alagados
 vastos, [em] furos, [em] paranamirins, entrecruzados [em] rede complicadíssima de",19445
71,"[(25454, 1), (25456, 0), (25457, 1), (25459, 1), (25460, 0)]",25454,5,dZi,"[25454, 25456, 25457, 25459, 25460]",", entrecruzados em re[de] complicadíssima [de] me[di]terrâneo
 cin[di]do [de] correntes fortes,",19454
72,"[(25741, 0), (25743, 0), (25746, 0), (25751, 0)]",25741,4,a,"[25741, 25743, 25746, 25751]","
 enrijados pela [a]daptação, [a]colhem- se [a]os tejupás, tiritantes, [a]beirando- se das",19678
73,"[(25767, 1), (25769, 0), (25774, 0), (25777, 0)]",25767,4,a,"[25767, 25769, 25774, 25777]"," se um novo hi[a]to nas [a]tividades. Despovoam- se [a]quelas grandes solidões [a]lagadas,
 morrem",19695
74,"[(25974, 0), (25976, 5), (25979, 0), (25981, 0)]",25974,4,a,"[25974, 25976, 25979, 25981]"," generalizam, estudando [a] nossa fisiologi[a] própria, [a]
 [a]ção exclusiva de um",19852
75,"[(26367, 0), (26372, 1), (26375, 0), (26379, 0), (26383, 0)]",26367,5,u,"[26367, 26372, 26375, 26379, 26383]",", domina- [o];
 aliado ao mei[o] vence- [o], esmaga- [o], anula- [o] na concorrência formidável",20163
76,"[(26983, 0), (26985, 2), (26987, 0), (26989, 0)]",26983,4,a,"[26983, 26985, 26987, 26989]",", o velho [a]gregado colonial tendi[a]
 [a] chegar [a]o nosso tempo,",20640
77,"[(27004, 1), (27005, 0), (27006, 0), (27006, 4)]",27004,4,a,"[27004, 27005, 27006, 27006]"," estúpida,
 re[a]lizando [a] [a]nomali[a] de deslocar para",20656
78,"[(27461, 3), (27462, 0), (27465, 3), (27468, 0)]",27461,4,a,"[27461, 27462, 27465, 27468]",", que se exerci[a] [a]o norte; reduzi[a]- o [a]

 50",21011
79,"[(27590, 0), (27595, 0), (27597, 0), (27598, 1), (27603, 0)]",27590,5,u,"[27590, 27595, 27597, 27598, 27603]"," A terra atrai [o] homem; chama- [o] para [o] sei[o] fecundo; encanta- [o] pelo aspecto
",21108
80,"[(27867, 0), (27869, 0), (27870, 0), (27871, 0), (27876, 3), (27877, 0)]",27867,6,a,"[27867, 27869, 27870, 27871, 27876, 27877]"," o sulista, [a]bsolutamente
 [a]lheio [à]quela [a]gitação, revelava, na rebeldi[a] [a]os decretos da metrópole",21323
81,"[(28023, 0), (28026, 0), (28028, 0), (28030, 0)]",28023,4,a,"[28023, 28026, 28028, 28030]","
 Portugal veio [a]lentar em toda [a] linha [a] repulsa [a]o invasor, congregando",21443
82,"[(28310, 0), (28310, 2), (28311, 0), (28312, 2)]",28310,4,a,"[28310, 28310, 28311, 28312]"," correrias do bárbaro [a]me[a]çavam [a] bahi[a], ou Pernambuco",21669
83,"[(28436, 0), (28438, 0), (28440, 3), (28443, 0)]",28436,4,a,"[28436, 28438, 28440, 28443]"," logo de encontro [à] natureza [ad]versa. refluí[a]
 prestes [a]o litoral sem o",21771
84,"[(28566, 0), (28570, 0), (28573, 0), (28577, 2)]",28566,4,u,"[28566, 28570, 28573, 28577]"," da costa e [o] sertão, entre [o] mar e [o] deserto, num bloquei[o]
 engravecido pela",21874
85,"[(28699, 0), (28704, 0), (28707, 0), (28707, 4), (28709, 1), (28710, 0), (28714, 0)]",28699,7,dZi,"[28699, 28704, 28707, 28707, 28709, 28710, 28714]"," Preparou o advento [de] sub- raças
 [di]ferentes pela própria [di]versida[de] das con[di]ções [de] adaptação. Além [dis]so( é hoje",21983
86,"[(28909, 0), (28910, 2), (28914, 2), (28916, 0)]",28909,4,si,"[28909, 28910, 28914, 28916]"," luz, que [se] exer[ci]tam em ambas, adi[ci]onam- [se], então,",22150
87,"[(28931, 1), (28934, 2), (28937, 1), (28940, 1)]",28931,4,sa,"[28931, 28934, 28937, 28940]"," do clima e es[sa] ação de presen[ça] inegável, es[sa] espécie de for[ça] catalítica
 misteriosa",22166
88,"[(29100, 0), (29103, 2), (29107, 0), (29108, 2)]",29100,4,a,"[29100, 29103, 29107, 29108]"," tempo.
 [a] marcha do povo[a]mento, do Maranhão [à] bahi[a], revela-",22296
89,"[(29469, 0), (29469, 2), (29470, 0), (29474, 0)]",29469,4,a,"[29469, 29469, 29470, 29474]"," Os forasteiros que [a]pro[a]vam [à]quelas plagas eram, [a]demais, de molde",22590
90,"[(29824, 0), (29826, 0), (29826, 2), (29828, 0), (29831, 0), (29834, 0)]",29824,6,a,"[29824, 29826, 29826, 29828, 29831, 29834]", Sabe- se [a]inda que [ha]vi[a] no [a]nimo dos donatários [a] preocupação de [a]proveitar- lhes o,22864
91,"[(30294, 0), (30296, 0), (30298, 0), (30299, 0)]",30294,4,a,"[30294, 30296, 30298, 30299]"," suas qualidades de [a]daptação, [a]puradas na [á]frica [a]dusta, é discutível",23244
92,"[(30590, 2), (30591, 0), (30594, 2), (30595, 0)]",30590,4,a,"[30590, 30591, 30594, 30595]"," tarja
 negra debru[a]va [a] costa da bahi[a] [a]o Maranhão, mas",23470
93,"[(30697, 0), (30698, 2), (30699, 0), (30699, 2)]",30697,4,a,"[30697, 30698, 30699, 30699]", Grande do Norte [à] bahi[a] [ha]vi[a] 160 engenhos.,23551
94,"[(31424, 0), (31428, 0), (31432, 0), (31434, 0)]",31424,4,a,"[31424, 31428, 31432, 31434]"," se quer consoante [a] índole dos
 [a]ventureiros, quer de [a]cordo com [a] maior ou menor",24116
95,"[(32378, 0), (32379, 4), (32381, 1), (32385, 0)]",32378,4,a,"[32378, 32379, 32381, 32385]"," e baianos, [a] maiori[a] dos cri[a]dores opulentos, que [a]li se formaram?",24870
96,"[(32742, 0), (32744, 0), (32748, 0), (32752, 3)]",32742,4,a,"[32742, 32744, 32748, 32752]"," índole varonil e [a]ventureira dos [a]vós.
 Porque [a]li ficaram, inteiramente divorci[a]dos do resto do",25162
97,"[(32753, 0), (32755, 0), (32758, 0), (32759, 1)]",32753,4,du,"[32753, 32755, 32758, 32759]",", inteiramente divorciados [do] resto [do] Brasil e [do] mun[do], murados a",25170
98,"[(32878, 0), (32879, 0), (32880, 0), (32880, 2), (32882, 0)]",32878,5,a,"[32878, 32879, 32880, 32880, 32882]"," que lhe
 [a]largavam [a] [á]re[a], [a]bastecendo- os por",25270
99,"[(32911, 3), (32914, 5), (32916, 2), (32916, 3)]",32911,4,da,"[32911, 32914, 32916, 32916]",", aquela rude socie[da]de,
 incompreendi[da] e olvi[da][da], era o",25299
100,"[(33138, 0), (33141, 0), (33143, 0), (33144, 0), (33149, 0)]",33138,5,a,"[33138, 33141, 33143, 33144, 33149]"," pelo insulamento, [a] conservação dos [a]tributos e [há]bitos [a]voengos, ligeiramente
 modificados [a]penas consoante as novas",25474
101,"[(33594, 3), (33595, 0), (33598, 0), (33599, 1)]",33594,4,a,"[33594, 33595, 33598, 33599]","

 onde existi[a] [há] cinco anos [a] trói[a] de taipa dos",25832
102,"[(34498, 2), (34502, 4), (34504, 0), (34505, 0), (34508, 0), (34511, 0)]",34498,6,a,"[34498, 34502, 34504, 34505, 34508, 34511]"," um farto
 povo[a]mento, em que sobressaí[a] o [a]borígine [a]malgamando- se [a]o branco e [a]o negro, sem",26538
103,"[(34681, 0), (34683, 0), (34687, 0), (34687, 2), (34688, 0)]",34681,5,a,"[34681, 34683, 34687, 34687, 34688]"," das bandeiras— [a]li, [a] população indígena, [a]li[a]da [a]os raros mocambeiros foragidos",26683
104,"[(34794, 0), (34795, 0), (34798, 0), (34801, 0)]",34794,4,a,"[34794, 34795, 34798, 34801]"," sem raias, [a]vassalando [a] terra. [a] custo toleravam [a]
 intervenção da",26769
105,"[(35082, 0), (35083, 5), (35086, 0), (35088, 0)]",35082,4,a,"[35082, 35083, 35086, 35088]"," Vimos- lhe [a] fisionomi[a] original: [a] flora [a]gressiva, o clima",26995
106,"[(35200, 0), (35204, 4), (35209, 1), (35209, 3)]",35200,4,du,"[35200, 35204, 35209, 35209]"," singular naquele colo [du]ro da terra, escalavra[do]
 pelas tormentas, en[du]ra[do] pela ossamenta rígida",27090
107,"[(35486, 0), (35489, 0), (35492, 0), (35494, 0), (35494, 3), (35496, 0)]",35486,6,a,"[35486, 35489, 35492, 35494, 35494, 35496]"," Santo, levam [a] Itiúba, [a]o Tombador e [a]o
 [a]çuru[á]. [a]í, nesse trecho",27311
108,"[(36140, 0), (36143, 0), (36148, 0), (36153, 0)]",36140,4,si,"[36140, 36143, 36148, 36153]"," dos elementos que [se] justapõem não [se] acrescentam, subtraem- [se] ou
 destróem- [se] segundo os caracteres",27808
109,"[(36431, 0), (36432, 1), (36436, 0), (36440, 0), (36442, 2)]",36431,5,a,"[36431, 36432, 36436, 36440, 36442]"," raças matrizes caracteriza [a] su[a] instabilidade. É [a]
 tendência instintiva [a] uma situ[a]ção de equilíbrio.",28033
110,"[(36735, 0), (36736, 3), (36740, 1), (36744, 3)]",36735,4,tSi,"[36735, 36736, 36740, 36744]"," caracteres fisiológicos do [ti]po emergen[te].

 es[te] fato, que contraba[te], ao parecer",28275
111,"[(36792, 1), (36793, 0), (36796, 0), (36797, 1)]",36792,4,dZi,"[36792, 36793, 36796, 36797]"," mais elevadas
 con[di]ções [de] vida, [de] on[de] decorre a acomodação",28319
112,"[(37008, 0), (37010, 1), (37014, 0), (37015, 1), (37016, 0), (37019, 0), (37020, 1)]",37008,7,a,"[37008, 37010, 37014, 37015, 37016, 37019, 37020]"," pela guerra, [à]
 su[a] eliminação lenta, [à] su[a] [a]bsorção vagarosa, [à] su[a] diluição no cruzamento",28495
113,"[(37292, 0), (37293, 0), (37294, 0), (37297, 0), (37298, 0), (37299, 1)]",37292,6,a,"[37292, 37293, 37294, 37297, 37298, 37299]"," outras raças formadoras [a]penas [a]queles [a]tributos mais
 [a]justáveis [à] su[a] fase social incipiente",28715
114,"[(37346, 0), (37349, 1), (37352, 0), (37353, 1)]",37346,4,a,"[37346, 37349, 37352, 37353]","- no para [a] conquistar um di[a].
 [a] su[a] evolução psíquica,",28758
115,"[(37363, 0), (37368, 0), (37370, 0), (37372, 3)]",37363,4,a,"[37363, 37368, 37370, 37372]"," que esteja destinada [a] ser, tem, [a]gora, [a]
 garanti[a] de um tipo",28772
116,"[(37372, 2), (37375, 0), (37376, 4), (37377, 1), (37379, 1)]",37372,5,tSi,"[37372, 37375, 37376, 37377, 37379]",", a
 garan[ti]a de um [ti]po fisicamen[te] cons[ti]tuído e for[te]. Aquela raça",28777
117,"[(37429, 0), (37430, 0), (37435, 0), (37439, 0)]",37429,4,a,"[37429, 37430, 37435, 37439]"," mesmo que não [a] [a]tingiu de repente.
 [a]parece logicamente.
 [a]o invés da inversão",28821
118,"[(37734, 0), (37735, 1), (37736, 0), (37740, 0)]",37734,4,a,"[37734, 37735, 37736, 37740]"," litoral.
 [a] su[a] [a]parência, entretanto, [a]o primeiro lance de",29042
119,"[(38008, 0), (38012, 0), (38013, 0), (38013, 3)]",38008,4,a,"[38008, 38012, 38013, 38013]",".
 Reflete [a] preguiça invencível, [a] [a]toni[a] muscular perene,",29253
120,"[(38301, 2), (38305, 0), (38308, 1), (38311, 0)]",38301,4,pa,"[38301, 38305, 38308, 38311]"," atitude indolente, acom[pa]nhando morosamente, a [pas]so, pelas cha[pa]das, o [pas]so tardo

",29476
121,"[(38739, 0), (38741, 3), (38748, 0), (38752, 0), (38754, 0)]",38739,5,a,"[38739, 38741, 38748, 38752, 38754]",", sérios obstáculos [à]
 travessi[a]...
 Mas terminada [a] refrega, restituída [a]o rebanho [a] rès dominada,",29800
122,"[(38797, 0), (38800, 0), (38801, 1), (38803, 0), (38804, 1)]",38797,5,u,"[38797, 38800, 38801, 38803, 38804]"," Tipos díspares: [o] jagunço e [o] ga[ú]cho
 [o] ga[ú]cho do Sul,",29842
123,"[(39450, 0), (39454, 0), (39455, 1), (39457, 0)]",39450,4,dZi,"[39450, 39454, 39455, 39457]"," Envolto no gibão [de] couro curtido, [de] bo[de] ou [de]
 vaqueta;",30341
