,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
41,"[(19084, 2), (19085, 0), (19086, 1)]",19084,3,a,"[19084, 19085, 19086]"," Norte, da bahi[a] [a]o ce[a]rá, o governo",14555
42,"[(19599, 0), (19600, 1), (19602, 0)]",19599,3,a,"[19599, 19600, 19602]"," a um tempo [a] su[a]
 [a]tividade inteligente e o",14951
43,"[(19706, 0), (19707, 0), (19709, 0)]",19706,3,e,"[19706, 19707, 19709]"," outros países férteis [e] [e]xuberantes, [e]ra, como nos",15041
44,"[(20033, 0), (20036, 0), (20036, 2)]",20033,3,a,"[20033, 20036, 20036]"," Tunísia, onde [ha]viam

 [a]pro[a]do os filhos prediletos",15287
45,"[(20261, 0), (20262, 0), (20263, 0)]",20261,3,de,"[20261, 20262, 20263]"," civilização romana, [de]pois [des]se [de]clínio de séculos.",15461
46,"[(20387, 1), (20389, 1), (20391, 5)]",20387,3,tSi,"[20387, 20389, 20391]"," única
 coisa prá[ti]ca, fac[tí]vel, verdadeiramen[te] útil que ficou",15558
47,"[(20532, 0), (20532, 3), (20534, 0)]",20532,3,a,"[20532, 20532, 20534]",", de modo [a]preci[á]vel, [a]
 estrutura e",15664
48,"[(21073, 0), (21074, 0), (21076, 4)]",21073,3,a,"[21073, 21074, 21076]"," mais ampla, [a]brangendo [a]
 economi[a] geral da Vida",16079
49,"[(21954, 0), (21955, 0), (21957, 0)]",21954,3,e,"[21954, 21955, 21957]",", os três [e]lementos [es]senciais, [e], imperfeitamente embora",16745
50,"[(23599, 0), (23599, 3), (23601, 0)]",23599,3,a,"[23599, 23599, 23601]","
 transições mais [a]centu[a]das, [a]companhando os paralelos,",18040
51,"[(24468, 0), (24468, 3), (24469, 0)]",24468,3,a,"[24468, 24468, 24469]",— a terra [a]feiço[a]da [à] vida; a,18710
52,"[(24661, 0), (24661, 3), (24662, 0)]",24661,3,a,"[24661, 24661, 24662]", arqueia- se [a]lumi[a]do [a]inda por um Sol,18853
53,"[(25456, 0), (25457, 1), (25459, 1), (25460, 0)]",25456,4,dZi,"[25456, 25457, 25459, 25460]"," em rede complicadíssima [de] me[di]terrâneo
 cin[di]do [de] correntes fortes,",19456
54,"[(25730, 0), (25731, 0), (25732, 0)]",25730,3,a,"[25730, 25731, 25732]"," pela ganância se [a]vantajam [a]té [a]li, e os",19669
55,"[(26066, 0), (26067, 0), (26067, 3)]",26066,3,a,"[26066, 26067, 26067]","
 excitadas e [a] [a]pati[a] das funções centrais",19926
56,"[(26370, 0), (26370, 2), (26371, 0)]",26370,3,a,"[26370, 26370, 26371]"," o;
 [a]li[a]do [a]o meio vence-",20164
57,"[(27004, 1), (27005, 0), (27006, 0), (27006, 4)]",27004,4,a,"[27004, 27005, 27006, 27006]"," estúpida,
 re[a]lizando [a] [a]nomali[a] de deslocar para",20656
58,"[(27036, 0), (27038, 0), (27039, 0)]",27036,3,a,"[27036, 27038, 27039]"," Sul.
 [a]qui, [a] [a]climação mais pronta,",20680
59,"[(27333, 0), (27333, 2), (27334, 0)]",27333,3,a,"[27333, 27333, 27334]",",
 onde [a]pro[a]va [a] cobiça do estrangeiro",20906
60,"[(27654, 0), (27655, 0), (27656, 1)]",27654,3,da,"[27654, 27655, 27656]"," todos os cursos [d'á]gua [da] bor[da]
 oriental,",21154
61,"[(27867, 0), (27869, 0), (27870, 0), (27871, 0)]",27867,4,a,"[27867, 27869, 27870, 27871]"," o sulista, [a]bsolutamente
 [a]lheio [à]quela [a]gitação, revelava,",21323
62,"[(28059, 3), (28060, 0), (28061, 4)]",28059,3,a,"[28059, 28060, 28061]"," mesmo fato para estade[a]rem [a] autonomi[a] franca, no",21473
63,"[(28310, 0), (28310, 2), (28311, 0), (28312, 2)]",28310,4,a,"[28310, 28310, 28311, 28312]"," correrias do bárbaro [a]me[a]çavam [a] bahi[a], ou Pernambuco",21669
64,"[(28966, 0), (28967, 4), (28969, 3)]",28966,3,da,"[28966, 28967, 28969]"," últimos está longe [da] uniformi[da]de
 proclama[da]. Distribuíram,",22194
65,"[(29398, 0), (29399, 2), (29401, 0)]",29398,3,a,"[29398, 29399, 29401]"," se povoou melhor [a] bahi[a], [a] desproporção entre o",22535
66,"[(29469, 0), (29469, 2), (29470, 0)]",29469,3,a,"[29469, 29469, 29470]"," Os forasteiros que [a]pro[a]vam [à]quelas plagas eram,",22590
67,"[(29571, 1), (29572, 0), (29573, 3)]",29571,3,a,"[29571, 29572, 29573]"," pintando com ingênuo re[a]lismo [a] dissoci[a]ção dos
 costumes",22670
68,"[(30008, 0), (30009, 3), (30011, 0)]",30008,3,a,"[30008, 30009, 30011]"," da perversidade contra [a] barbari[a], [a]pareceu uma

",23014
69,"[(30095, 0), (30096, 2), (30098, 3)]",30095,3,a,"[30095, 30096, 30098]"," terras do Maranhão [à] bahi[a], patentei[a] sobretudo
 um",23083
70,"[(30697, 0), (30698, 2), (30699, 0), (30699, 2)]",30697,4,a,"[30697, 30698, 30699, 30699]", Grande do Norte [à] bahi[a] [ha]vi[a] 160 engenhos.,23551
71,"[(30732, 0), (30732, 3), (30733, 0)]",30732,3,a,"[30732, 30732, 30733]"," da costa, [a]grilho[a]do [à] terra e
",23579
72,"[(31142, 2), (31145, 3), (31146, 0)]",31142,3,a,"[31142, 31145, 31146]"," as suas modalidades vari[á]veis.
 balancei[a] [a] influência do Tietê",23894
73,"[(32106, 2), (32108, 4), (32111, 1)]",32106,3,das,"[32106, 32108, 32111]"," o agreste das chapa[das], desafoga[das],
 to[das], salteadamente,",24660
74,"[(32119, 1), (32121, 0), (32122, 1)]",32119,3,a,"[32119, 32121, 32122]", vastos claros das ca[a]tingas; [a] su[a] conformação hidrográfica especial,24668
75,"[(32878, 0), (32879, 0), (32880, 0), (32880, 2), (32882, 0)]",32878,5,a,"[32878, 32879, 32880, 32880, 32882]"," que lhe
 [a]largavam [a] [á]re[a], [a]bastecendo- os por",25270
76,"[(32910, 1), (32911, 4), (32914, 4)]",32910,3,dZi,"[32910, 32911, 32914]"," Parnaíba, aquela ru[de] socieda[de],
 incompreen[di]da e olvidada,",25298
77,"[(33694, 3), (33694, 5), (33695, 0)]",33694,3,a,"[33694, 33694, 33695]", lento caminhar que continu[a]ri[a] [a]té o nosso tempo,25912
78,"[(34687, 0), (34687, 2), (34688, 0)]",34687,3,a,"[34687, 34687, 34688]"," população indígena, [a]li[a]da [a]os raros mocambeiros foragidos",26687
79,"[(35445, 0), (35446, 0), (35447, 2)]",35445,3,a,"[35445, 35446, 35447]", vai- se [a]travessando [a] baci[a] elevada do Vaza,27277
80,"[(35492, 0), (35494, 0), (35494, 3), (35496, 0)]",35492,4,a,"[35492, 35494, 35494, 35496]"," ao Tombador e [a]o
 [a]çuru[á]. [a]í, nesse trecho",27316
81,"[(36735, 0), (36736, 3), (36740, 1)]",36735,3,tSi,"[36735, 36736, 36740]"," caracteres fisiológicos do [ti]po emergen[te].

 es[te] fato, que",28275
82,"[(37014, 0), (37015, 1), (37016, 0)]",37014,3,a,"[37014, 37015, 37016]"," eliminação lenta, [à] su[a] [a]bsorção vagarosa, à",28499
83,"[(37292, 0), (37293, 0), (37294, 0)]",37292,3,a,"[37292, 37293, 37294]"," outras raças formadoras [a]penas [a]queles [a]tributos mais
 ajustáveis",28715
84,"[(37297, 0), (37298, 0), (37299, 1)]",37297,3,a,"[37297, 37298, 37299]"," atributos mais
 [a]justáveis [à] su[a] fase social incipiente",28719
85,"[(37349, 1), (37352, 0), (37353, 1)]",37349,3,a,"[37349, 37352, 37353]"," a conquistar um di[a].
 [a] su[a] evolução psíquica,",28761
86,"[(37368, 0), (37370, 0), (37372, 3)]",37368,3,a,"[37368, 37370, 37372]",", tem, [a]gora, [a]
 garanti[a] de um tipo",28775
87,"[(37375, 0), (37376, 4), (37377, 1)]",37375,3,tSi,"[37375, 37376, 37377]", garantia de um [ti]po fisicamen[te] cons[ti]tuído e forte.,28780
88,"[(37734, 0), (37735, 1), (37736, 0)]",37734,3,a,"[37734, 37735, 37736]"," litoral.
 [a] su[a] [a]parência, entretanto,",29042
89,"[(38003, 5), (38004, 1), (38007, 2)]",38003,3,tSi,"[38003, 38004, 38007]"," É o homem permanentemen[te] fa[ti]gado.
 refle[te] a preguiça invencível",29250
90,"[(38012, 0), (38013, 0), (38013, 3)]",38012,3,a,"[38012, 38013, 38013]"," preguiça invencível, [a] [a]toni[a] muscular perene,",29256
91,"[(38492, 1), (38493, 0), (38494, 1)]",38492,3,a,"[38492, 38493, 38494]"," firmes,
 re[a]liza [a] cri[a]ção bizarra de um",29618
92,"[(38800, 0), (38801, 1), (38803, 0), (38804, 1)]",38800,4,u,"[38800, 38801, 38803, 38804]"," o jagunço e [o] ga[ú]cho
 [o] ga[ú]cho do Sul,",29845
93,"[(39701, 1), (39702, 4), (39703, 0)]",39701,3,du,"[39701, 39702, 39703]","
— o par[do] avermelha[do] [do] couro curtido—",30533
94,"[(39765, 1), (39766, 1), (39767, 1)]",39765,3,ra,"[39765, 39766, 39767]"," o pelo mosqueado vi[ra]do pa[ra] fo[ra],
 ou",30586
95,"[(39804, 1), (39805, 1), (39807, 1)]",39804,3,ga,"[39804, 39805, 39807]"," sertanejo perde o des[gar]re fol[ga]zão— lar[ga]mente
 expandido nos",30616
96,"[(39875, 1), (39876, 3), (39877, 2)]",39875,3,tSi,"[39875, 39876, 39877]"," explicável do que es[te] permanen[te] contras[te] entre extremas
",30673
97,"[(40117, 0), (40118, 1), (40120, 0), (40121, 1), (40123, 0)]",40117,5,u,"[40117, 40118, 40120, 40121, 40123]","..
 [o] ga[ú]cho
 [o] ga[ú]cho, [o] pealador valente,",30858
98,"[(40292, 0), (40292, 3), (40293, 0)]",40292,3,a,"[40292, 40292, 40293]",".
 Está [a]feiço[a]do [a]os prélios obscuros e",30985
99,"[(40361, 0), (40363, 0), (40364, 0)]",40361,3,a,"[40361, 40363, 40364]"," em falso. [a]o
 [a]pontar [a] lazarina longa ou",31041
100,"[(41106, 0), (41107, 2), (41107, 5)]",41106,3,a,"[41106, 41107, 41107]"," incluindo- lhes [a] gene[a]logi[a] e hábitos
",31606
101,"[(42393, 2), (42394, 0), (42395, 3), (42396, 2)]",42393,4,du,"[42393, 42394, 42395, 42396]"," vai num
 crescen[do] [do] destala[do] ríspi[do] ao temero pronunciado",32581
102,"[(42455, 0), (42455, 2), (42460, 0), (42461, 0)]",42455,4,a,"[42455, 42455, 42460, 42461]"," as notas do [a]boi[a]do...
 [a] [ar]ribada
 Segue a",32629
103,"[(42860, 0), (42861, 1), (42862, 0)]",42860,3,a,"[42860, 42861, 42862]","..
 [a] boi[a]da [ar]ranca.
 Nada",32910
104,"[(43302, 2), (43303, 0), (43304, 2)]",43302,3,da,"[43302, 43303, 43304]",- no à vere[da] [da] fazen[da]; e ressoam,33231
105,"[(44233, 0), (44234, 0), (44235, 0), (44235, 4)]",44233,4,a,"[44233, 44234, 44235, 44235]"," página notável, [as]sinala [a] [a]nomali[a] de se não",33941
106,"[(44544, 1), (44546, 0), (44548, 0)]",44544,3,a,"[44544, 44546, 44548]"," e pintam as ca[a]tingas, [a]qui, [a]li, por toda",34190
107,"[(44637, 0), (44638, 0), (44639, 0)]",44637,3,a,"[44637, 44638, 44639]","
 frias. [a] [a]tmosfera [a]bsorve- lhe,",34257
108,"[(44689, 1), (44690, 0), (44691, 1)]",44689,3,a,"[44689, 44690, 44691]"," das tardes, di[a] [a] di[a] menores e
",34296
109,"[(45136, 0), (45137, 1), (45138, 2)]",45136,3,a,"[45136, 45137, 45138]", arrastadores. Transcende [a] su[a] situ[a]ção rudimentar. Resignado,34632
110,"[(45743, 2), (45744, 0), (45745, 3)]",45743,3,a,"[45743, 45744, 45745]", e aos rebanhos confi[a]dos [a] energi[a] sobre- humana,35094
111,"[(45867, 0), (45868, 1), (45869, 3)]",45867,3,a,"[45867, 45868, 45869]"," vem
 beirar [a] su[a] lanchari[a] pobre.
",35184
112,"[(45905, 2), (45907, 0), (45909, 0)]",45905,3,a,"[45905, 45907, 45909]"," ela
 não recu[a], [as]salta- [a]. Mas não",35212
113,"[(46137, 0), (46138, 3), (46140, 0)]",46137,3,a,"[46137, 46138, 46140]", lhe com ela [a] energi[a]. [a]inda se não considera,35386
114,"[(46511, 1), (46513, 0), (46514, 1)]",46511,3,a,"[46511, 46513, 46514]","
 Passa certo di[a], [a] su[a] porta, a",35670
115,"[(46525, 0), (46527, 0), (46529, 0)]",46525,3,a,"[46525, 46527, 46529]",". Vê- [a], [as]sombrado, [a]travessar o
 terreiro",35680
116,"[(46666, 4), (46668, 2), (46670, 3)]",46666,3,du,"[46666, 46668, 46670]"," torna feliz, revigora[do], cantan[do]; esqueci[do] de infortúnios,",35779
117,"[(46763, 0), (46764, 0), (46765, 2)]",46763,3,a,"[46763, 46764, 46765]","
 para se [a]feiçoar [a] situ[a]ção mais alta.",35853
118,"[(47811, 0), (47812, 0), (47812, 3)]",47811,3,a,"[47811, 47812, 47812]", exaltação impulsiva e [a] [a]pati[a] enervadora da atividade,36656
119,"[(47910, 0), (47912, 0), (47913, 0), (47914, 3)]",47910,4,a,"[47910, 47912, 47913, 47914]"," os
 negros [ha]úças, [a]daptando [à] liturgi[a] todo o ritual",36733
120,"[(48377, 3), (48378, 0), (48379, 0)]",48377,3,a,"[48377, 48378, 48379]", convergindo em largo anfite[a]tro [a]cessível [a]penas por estreita garganta,37090
121,"[(48680, 1), (48681, 2), (48683, 2)]",48680,3,tSi,"[48680, 48681, 48683]","- la, nes[te] instan[te], perver[ti]da pelo fanatismo.",37318
122,"[(49201, 0), (49201, 3), (49202, 0)]",49201,3,a,"[49201, 49201, 49202]"," dos passos, [a]vali[a] [a]
 constância e",37716
123,"[(49608, 0), (49609, 1), (49610, 0)]",49608,3,a,"[49608, 49609, 49610]"," o antecederam, [a] su[a] [a]ção é negativa:",38029
124,"[(50049, 3), (50051, 2), (50053, 2)]",50049,3,du,"[50049, 50051, 50053]"," em fora, esmolan[do], choran[do], rezan[do], numa mandria",38367
125,"[(51125, 0), (51126, 0), (51127, 0), (51128, 0)]",51125,4,a,"[51125, 51126, 51127, 51128]"," extravagâncias de
 [a]lexandre [a]bnótico [a]balavam [a] Roma de Marco",39203
126,"[(51246, 5), (51249, 5), (51251, 3)]",51246,3,du,"[51246, 51249, 51251]"," o isolou— incompreendi[do],
 desequilibra[do], retrógra[do], rebelde—",39292
127,"[(51599, 0), (51600, 1), (51601, 4), (51602, 3)]",51599,4,a,"[51599, 51600, 51601, 51602]"," Os Maciéis
 [a] su[a] biografi[a] compendi[a] e resume a",39568
128,"[(51792, 0), (51793, 2), (51793, 5)]",51792,3,a,"[51792, 51793, 51793]"," breve notícia sobre [a] gene[a]logi[a] de Antônio
",39721
129,"[(51895, 1), (51896, 3), (51897, 1)]",51895,3,zi,"[51895, 51896, 51897]",", criando uma qua[se] predispo[si]ção fi[si]ológica e tornando hereditários",39802
130,"[(52059, 0), (52060, 0), (52061, 0)]",52059,3,a,"[52059, 52060, 52061]"," capangas.
 [as]sim [a]percebidos [a]balaram na expedição criminosa",39930
131,"[(53674, 1), (53675, 1), (53676, 1)]",53674,3,ta,"[53674, 53675, 53676]"," vítimas anônimas fez es[ta] lo[ta] ser[ta]neja, que dizimava",41163
132,"[(54191, 0), (54192, 1), (54193, 2)]",54191,3,a,"[54191, 54192, 54193]",", tornam instável [a] su[a] situ[a]ção.
 Em",41578
133,"[(54794, 0), (54796, 0), (54796, 3), (54797, 0)]",54794,4,a,"[54794, 54796, 54796, 54797]"," de brim
 [a]mericano; [a]bordo[a]do [a]o clássico bastão em",42027
134,"[(55572, 0), (55573, 1), (55575, 2)]",55572,3,da,"[55572, 55573, 55575]"," de
 vencidos [da] vi[da], veza[da] à mandria e",42609
135,"[(56188, 4), (56190, 1), (56192, 4), (56193, 1)]",56188,4,du,"[56188, 56190, 56192, 56193]"," na mesma hora apavora[do], doi[do], abandonan[do] tu[do], ao acaso",43065
136,"[(56361, 0), (56361, 4), (56363, 0)]",56361,3,a,"[56361, 56361, 56363]", carne morta. [a]nestesi[a]ra- [a] com a própria,43194
137,"[(56521, 2), (56523, 0), (56525, 0), (56526, 1), (56527, 5)]",56521,5,a,"[56521, 56523, 56525, 56526, 56527]"," à capital da bahi[a]. [a]li, [a] su[a] fisionomi[a] estranha: face",43309
138,"[(56602, 2), (56603, 0), (56604, 0)]",56602,3,a,"[56602, 56603, 56604]"," descuidada, que desci[a] [a]té [à] cintura—
",43371
139,"[(56608, 0), (56608, 3), (56609, 0)]",56608,3,a,"[56608, 56608, 56609]"," cintura—
 [a]ferro[a]ram [a] curiosidade geral.",43375
140,"[(57404, 4), (57406, 0), (57407, 0)]",57404,3,a,"[57404, 57406, 57407]","- a e emudeci[a]; [a]levantava [a] cabeça, descerrava",43963
141,"[(57624, 0), (57625, 2), (57627, 4)]",57624,3,du,"[57624, 57625, 57627]"," facies dos místicos [do] passa[do]. consideran[do]- o,",44129
142,"[(58221, 0), (58221, 3), (58222, 0)]",58221,3,a,"[58221, 58221, 58222]",", o predestinado [a]tingi[a] [a] terra pela vontade",44599
143,"[(58234, 3), (58235, 0), (58236, 1)]",58234,3,a,"[58234, 58235, 58236]"," Cristo
 que pressagi[a]ra [a] su[a] vinda quando
",44610
144,"[(58757, 0), (58759, 1), (58761, 0)]",58757,3,de,"[58757, 58759, 58761]"," a que se [de]votara, or[de]nava, [de]pois destas homílias,",45018
145,"[(58970, 0), (58970, 3), (58971, 0)]",58970,3,a,"[58970, 58970, 58971]","
 menos lhe [a]cresci[a] [a] côngrua reduzida.",45175
146,"[(59999, 0), (60001, 0), (60002, 0)]",59999,3,a,"[59999, 60001, 60002]"," procissão pela montanha [a]cima, [a]té [a] última capela,",45978
147,"[(60230, 2), (60232, 2), (60232, 4)]",60230,3,du,"[60230, 60232, 60232]"," ergue o rosto páli[do], emol[du]ra[do] pelos cabelos em",46140
148,"[(60329, 0), (60330, 0), (60331, 1)]",60329,3,u,"[60329, 60330, 60331]",". Favorecia- [o] [o] mei[o] e

",46215
149,"[(61214, 2), (61217, 1), (61218, 0)]",61214,3,a,"[61214, 61217, 61218]"," tarde muitas cópias ampli[a]das.
 re[a]lizada [a] façanha, os",46885
150,"[(61223, 0), (61225, 1), (61226, 0)]",61223,3,a,"[61223, 61225, 61226]",", os crentes [a]companharam, re[a]tando [a] marcha, a",46891
151,"[(61352, 0), (61352, 2), (61354, 1), (61355, 0), (61356, 1)]",61352,5,a,"[61352, 61352, 61354, 61355, 61356]"," a que se [a]li[a]vam, di[a] [a] di[a], dezenas de",46989
152,"[(61559, 0), (61561, 0), (61562, 0)]",61559,3,a,"[61559, 61561, 61562]",", lá se [a]glomerava, [a]gregada [à] fazenda então ainda",47136
153,"[(61784, 4), (61785, 0), (61786, 0)]",61784,3,a,"[61784, 61785, 61786]",", onde não penetrari[a] [a] [a]ção do governo maldito",47306
154,"[(61792, 0), (61793, 1), (61794, 4)]",61792,3,a,"[61792, 61793, 61794]"," maldito.
 [a] su[a] topografi[a] interessante modelava-",47312
155,"[(62027, 0), (62029, 0), (62030, 1)]",62027,3,a,"[62027, 62029, 62030]"," viajantes que se [ar]riscavam
 [a] vi[a]gens naquele sertão topavam",47482
156,"[(62577, 0), (62578, 1), (62579, 0)]",62577,3,dZi,"[62577, 62578, 62579]"," borracha, espécie [de] bal[de] [de] couro para o",47904
157,"[(63479, 0), (63480, 0), (63481, 2)]",63479,3,a,"[63479, 63480, 63481]", mas felizes. [a]campavam [à] gandai[a] pelo alto dos,48583
158,"[(63889, 0), (63889, 4), (63890, 0)]",63889,3,a,"[63889, 63889, 63890]",", o casario [a]pareci[a] [a] um quilômetro,",48898
159,"[(63975, 2), (63976, 0), (63976, 3)]",63975,3,a,"[63975, 63976, 63976]"," tiros mergulhantes. podi[a] [as]sedi[á]- lo
",48964
160,"[(64161, 0), (64162, 0), (64162, 2)]",64161,3,a,"[64161, 64162, 64162]"," lhe

 [a] [á]re[a] mais baixa.",49102
161,"[(64485, 3), (64486, 0), (64487, 1)]",64485,3,da,"[64485, 64486, 64487]"," si todas as comodi[da]des [da] vi[da] noutras paragens,",49349
162,"[(64748, 0), (64749, 0), (64749, 3)]",64748,3,a,"[64748, 64749, 64749]", dos beduínos: [a] [a]propri[a]ção pessoal apenas de,49558
163,"[(65304, 0), (65305, 1), (65307, 0)]",65304,3,da,"[65304, 65305, 65307]"," a lenta exaustão [da] vi[da]. [da]va o exemplo
",49998
164,"[(65800, 3), (65802, 1), (65803, 2)]",65800,3,za,"[65800, 65802, 65803]"," praça a carga valio[sa], de[sa]gradável surpre[sa]. Viram,",50376
165,"[(66488, 0), (66490, 1), (66491, 4)]",66488,3,da,"[66488, 66490, 66491]"," os primeiros dias [da]
 vi[da] atormenta[da] e avivam-",50898
