das,ADP
cordilheiras,N
marítimas,adj
",",punc
distendidas,N
do,ADP
Rio,prop
Grande,prop
a,prp
Minas,N
.,punc
Mas,conj-c
ao,prp
derivar,N
para,prp
as,art
terras,n
setentrionais,N
diminui,v-fin
gradualmente,adv
de,prp
altitude,n
",",punc
ao,prp
mesmo,pron-det
tempo,n
que,pron-indp
descamba,N
para,prp
a,art
costa,n
oriental,adj
em,prp
andares,n
",",punc
ou,conj-c
repetidos,N
socalcos,N
",",punc
que,pron-indp
o,art
despem,N
da,ADP
primitiva,adj
grandeza,n
afastando-o,N
consideravelmente,adv
para,prp
o,art
interior,n
.,punc
De,prp
sorte,n
que,pron-indp
quem,pron-indp
o,art
contorna,N
",",punc
seguindo,v-ger
para,prp
o,art
norte,n
",",punc
observa,v-fin
notáveis,adj
mudanças,n
de,prp
relevos,N
:,N
a,art
principio,N
o,art
traço,n
contínuo,N
e,conj-c
dominante,adj
das,ADP
montanhas,n
",",punc
precintando-o,N
",",punc
com,prp
destaque,n
saliente,N
",",punc
sobre,prp
a,art
linha,n
projetante,N
das,ADP
praias,n
.,punc
depois,adv
",",punc
no,ADP
segmento,n
de,prp
orla,N
marítima,adj
entre,prp
o,art
Rio,prop
de,prp
Janeiro,n
e,conj-c
o,art
Espírito,N
Santo,N
",",punc
um,art
aparelho,n
litoral,n
revolto,N
",",punc
feito,v-pcp
da,ADP
envergadura,n
desarticulada,N
das,ADP
serras,N
",",punc
riçado,N
de,prp
cumeadas,N
e,conj-c
corroído,v-pcp
de,prp
angras,N
",",punc
e,conj-c
escancelando-se,N
em,prp
baias,N
",",punc
repartindo-se,N
em,prp
ilhas,n
",",punc
e,conj-c
desagregando-se,N
em,prp
recifes,N
desnudos,N
",",punc
à,ADP
maneira,n
de,prp
escombros,N
do,ADP
conflito,n
secular,N
que,pron-indp
ali,adv
se,pron-pers
trava,N
entre,prp
os,art
mares,n
e,conj-c
a,art
terra,n
.,punc
em,prp
seguida,v-pcp
",",punc
transposto,v-pcp
o,art
15°,N
paralelo,adj
",",punc
a,art
atenuação,N
de,prp
todos,pron-det
os,art
acidentes,n
-,punc
serranias,N
que,pron-indp
se,pron-pers
arredondam,N
e,conj-c
suavizam,v-fin
as,art
linhas,n
dos,ADP
taludes,N
",",punc
fracionadas,N
em,prp
morros,n
de,prp
encostas,N
indistintas,N
no,ADP
horizonte,n
que,pron-indp
se,pron-pers
amplia,v-fin
.,punc
até,prp
que,conj-s
em,prp
plena,adj
faixa,n
costeira,adj
da,ADP
Bahia,prop
",",punc
o,art
olhar,n
",",punc
livre,adj
dos,ADP
anteparos,N
de,prp
serras,N
que,pron-indp
até,adv
lá,adv
o,art
repulsam,N
e,conj-c
abreviam,N
",",punc
se,conj-s
dilata,N
em,prp
cheio,adj
para,prp
o,art
ocidente,N
",",punc
mergulhando,N
no,ADP
âmago,N
da,ADP
terra,n
amplíssima,N
lentamente,N
emergindo,N
num,ADP
ondear,N
longínquo,N
de,prp
chapadas,N
...,N
Este,pron-det
facies,N
geográfico,N
resume,N
a,art
morfogenia,N
do,ADP
grande,adj
maciço,N
continental,adj
.,punc
Demonstra-o,N
análise,n
mais,adv
íntima,N
feita,v-pcp
por,prp
um,art
corte,n
meridiano,N
qualquer,pron-det
",",punc
acompanhando,v-ger
à,ADP
bacia,n
do,ADP
S.,N
Francisco,N
.,punc
Vê-se,N
",",punc
do,ADP
fato,n
",",punc
que,pron-indp
três,num
formações,n
geognósticas,N
díspares,N
",",punc
de,prp
idades,n
mal,adv
determinadas,v-pcp
",",punc
aí,adv
se,pron-pers
substituem,v-fin
",",punc
ou,conj-c
se,conj-s
entrelaçam,N
",",punc
em,prp
estratificações,N
discordantes,N
",",punc
formando,N
o,art
predomínio,n
exclusivo,adj
de,prp
umas,pron-det
",",punc
ou,conj-c
a,art
combinação,n
de,prp
todas,pron-det
",",punc
os,art
traços,n
variáveis,n
da,ADP
fisionomia,n
da,ADP
terra,n
.,punc
Surgem,N
primeiro,adj
as,art
possantes,N
massas,n
gnaissegraníticas,N
",",punc
que,pron-indp
a,prp
partir,v-inf
do,ADP
extremo,adj
sul,n
se,pron-pers
encurvam,N
em,prp
desmedido,N
anfiteatro,n
",",punc
alteando,N
as,art
paisagens,N
admiráveis,N
que,pron-indp
tanto,conj-c
encantam,N
e,conj-c
iludem,N
as,art
vistas,n
inexpertas,N
dos,ADP
forasteiros,N
.,punc
A,art
princípio,n
abeiradas,N
do,ADP
mar,n
progridem,v-fin
em,prp
sucessivas,adj
cadeias,n
",",punc
sem,prp
rebentos,N
laterais,adj
",",punc
até,prp
as,art
raias,N
do,ADP
litoral,n
paulista,adj
",",punc
feito,v-pcp
dilatado,N
muro,n
de,prp
arrimo,N
sustentando,N
as,art
formações,n
sedimentárias,N
do,ADP
interior,n
.,punc
A,art
terra,n
sobranceia,N
o,art
oceano,N
",",punc
dominante,adj
",",punc
do,ADP
fastígio,N
das,ADP
escarpas,N
.,punc
e,conj-c
quem,pron-indp
a,pron-pers
alcança,v-fin
como,adv
quem,pron-indp
vinga,N
a,art
rampa,N
de,prp
um,art
majestoso,N
palco,n
",",punc
justifica,v-fin
todos,pron-det
os,art
exageros,N
descritivos,N
-,punc
do,ADP
gongorismo,N
de,prp
Rocha,N
Pita,N
às,N
extravagâncias,N
geniais,N
de,prp
Buckle,N
-,punc
que,pron-indp
fazem,v-fin
deste,N
país,n
região,n
privilegiada,N
",",punc
onde,adv
a,art
natureza,n
armou,N
a,art
sua,pron-det
mais,adv
portentosa,N
oficina,n
.,punc
É,v-fin
que,conj-s
",",punc
de,prp
feito,v-pcp
",",punc
sob,prp
o,art
tríplice,N
aspecto,n
astronômico,N
",",punc
topográfico,adj
e,conj-c
geológico,N
a,art
nenhuma,pron-det
se,pron-pers
afigura,N
tão,adv
afeiçoada,N
à,ADP
Vida,N
.,punc
Transmontadas,N
as,art
serras,N
",",punc
sob,prp
a,art
linha,n
fulgurante,N
do,ADP
trópico,N
",",punc
vêem-se,N
",",punc
estirados,N
para,prp
o,art
ocidente,N
e,conj-c
norte,n
",",punc
extensos,N
chapadões,N
cuja,pron-det
urdidura,N
de,prp
camadas,n
horizontais,adj
de,prp
grés,N
argiloso,N
",",punc
intercaladas,N
de,prp
emersões,N
calcárias,N
",",punc
ou,conj-c
diques,N
de,prp
rochas,n
eruptivas,N
básicas,adj
",",punc
do,ADP
mesmo,pron-det
passo,n
lhes,pron-pers
explica,v-fin
a,prp
exuberância,n
sem,prp
par,n
e,conj-c
as,art
áreas,n
complanadas,N
e,conj-c
vastas,N
.,punc
A,art
terra,n
atrai,v-fin
irresistivelmente,N
o,art
homem,n
",",punc
arrebatando-o,N
na,ADP
própria,pron-det
correnteza,N
dos,ADP
rios,n
que,pron-indp
",",punc
do,ADP
Iguaçu,prop
ao,prp
5,num
Tietê,prop
",",punc
traçando,v-ger
originalíssima,N
rede,n
hidrográfica,N
",",punc
correm,v-fin
da,ADP
costa,n
para,prp
os,art
sertões,N
",",punc
como,adv
se,pron-pers
nascessem,N
nos,ADP
mares,n
e,conj-c
canalizassem,N
as,art
suas,pron-det
energias,n
eternas,N
para,prp
os,art
recessos,N
das,ADP
matas,n
opulentas,N
.,punc
Rasgam,N
facilmente,adv
aqueles,pron-det
estratos,n
em,prp
traçados,N
uniformes,n
",",punc
sem,prp
talvegues,N
deprimidos,N
",",punc
e,conj-c
dão,v-fin
ao,prp
conjunto,n
dos,ADP
terrenos,n
até,prp
além,adv
do,ADP
Paraná,prop
a,art
feição,n
de,prp
largos,adj
plainos,N
ondulados,N
",",punc
desmedidos,N
.,punc
Entretanto,adv
",",punc
para,prp
leste,n
a,prp
natureza,n
é,v-fin
diversa,N
.,punc
Estereografa-se,N
",",punc
duramente,adv
",",punc
nas,ADP
placas,n
rígidas,adj
dos,ADP
afloramentos,N
gnáissicos,N
.,punc
e,conj-c
o,art
talude,N
dos,ADP
planaltos,N
dobra-se,N
do,ADP
socalco,N
da,ADP
Mantiqueira,N
",",punc
onde,adv
se,pron-pers
encaixa,N
o,art
Paraíba,prop
",",punc
ou,conj-c
desfaz-se,N
em,prp
rebentos,N
que,pron-indp
",",punc
após,prp
apontarem,N
as,art
alturas,n
de,prp
píncaros,N
centralizados,v-pcp
pelo,ADP
Itatiaia,N
",",punc
levam,v-fin
até,prp
o,art
âmago,N
de,prp
Minas,N
as,art
paisagens,N
alpestres,N
do,ADP
litoral,n
.,punc
Mas,conj-c
ao,prp
penetrar-se,N
este,pron-det
Estado,n
nota-se,N
",",punc
malgrado,N
o,art
tumultuar,N
das,ADP
serranias,N
",",punc
lenta,adj
descensão,N
geral,adj
para,prp
o,art
norte,n
.,punc
Como,adv
nos,pron-pers
altos,adj
chapadões,N
de,prp
São,v-fin
Paulo,N
e,conj-c
do,ADP
Paraná,prop
",",punc
todas,pron-det
as,art
caudais,n
revelam,v-fin
este,pron-det
pendor,N
insensível,adj
com,prp
derivarem,N
em,prp
leitos,n
contorcidos,N
e,conj-c
vencendo,v-ger
",",punc
contrafeitas,N
",",punc
o,art
antagonismo,N
permanente,adj
das,ADP
montanhas,n
:,N
o,art
rio,n
Grande,prop
rompe,v-fin
",",punc
rasgando-a,N
com,prp
a,art
força,n
viva,adj
da,ADP
corrente,adj
",",punc
a,art
serra,N
da,ADP
Canastra,N
",",punc
e,conj-c
",",punc
norteados,N
pela,ADP
meridiana,N
",",punc
abrem-se,N
adiante,adv
os,art
fundos,n
vales,N
de,prp
erosão,N
do,ADP
rio,n
das,ADP
Velhas,N
e,conj-c
do,ADP
S.,N
Francisco,N
.,punc
Ao,prp
mesmo,pron-det
tempo,n
",",punc
transpostas,v-pcp
as,art
sublevações,N
que,pron-indp
vão,v-fin
de,prp
Barbacena,N
a,art
Ouro,n
Preto,N
",",punc
as,art
formações,n
primitivas,adj
desaparecem,N
",",punc
mesmo,adv
nas,ADP
maiores,adj
eminências,N
",",punc
e,conj-c
jazem,N
sotopostas,N
a,art
complexas,adj
séries,n
de,prp
xistos,N
metamórficos,N
",",punc
infiltrados,N
de,prp
veeiros,N
fartos,v-pcp
",",punc
nas,ADP
paragens,n
lendárias,N
do,ADP
ouro,n
.,punc
A,art
mudança,n
estrutural,adj
origina,N
quadros,n
naturais,adj
mais,adv
imponentes,N
que,conj-s
os,art
da,ADP
borda,N
marítima,adj
.,punc
A,art
região,n
continua,v-fin
alpestre,N
.,punc
O,art
caráter,n
das,ADP
rochas,n
",",punc
exposto,v-pcp
nas,ADP
abas,N
dos,ADP
cerros,N
de,prp
quartzito,N
",",punc
ou,conj-c
nas,ADP
grimpas,N
em,prp
que,pron-indp
se,pron-pers
empilham,N
as,art
placas,n
do,ADP
itacolomito,N
avassalando,N
as,art
alturas,n
",",punc
aviva,N
todos,pron-det
os,art
acidentes,n
",",punc
desde,prp
os,art
maciços,adj
que,pron-indp
vão,v-fin
de,prp
Ouro,n
Branco,N
a,art
Sabará,N
",",punc
à,ADP
zona,n
diamantina,N
expandindo-se,N
para,prp
nordeste,n
nas,ADP
chapadas,N
que,pron-indp
se,pron-pers
desenrolam,N
nivelando-se,N
às,N
cimas,N
da,ADP
serra,N
do,ADP
Espinhaço,N
.,punc
e,conj-c
esta,pron-det
",",punc
apesar,adv
da,ADP
sugestiva,N
denominação,n
de,prp
Eschwege,N
",",punc
mal,adv
sobressai,N
",",punc
entre,prp
aquelas,pron-det
lombadas,N
definidoras,N
de,prp
uma,art
situação,n
dominante,adj
.,punc
Dali,N
descem,v-fin
",",punc
acachoantes,N
",",punc
para,prp
o,art
levante,N
",",punc
tombando,N
em,prp
catadupas,N
ou,conj-c
saltando,N
travessões,N
sucessivos,adj
",",punc
todos,pron-det
os,art
rios,n
que,pron-indp
do,ADP
Jequitinhonha,N
ao,prp
Doce,N
procuram,v-fin
os,art
terraços,N
inferiores,adj
do,ADP
planalto,N
arrimados,N
à,ADP
serra,N
dos,ADP
Aimorés,N
.,punc
e,conj-c
volvem,N
águas,n
remansadas,N
para,prp
o,art
poente,N
os,pron-det
que,pron-indp
se,pron-pers
destinam,N
à,ADP
bacia,n
de,prp
captação,n
do,ADP
S.,N
Francisco,N
",",punc
em,prp
cujo,pron-det
vale,v-fin
",",punc
depois,adv
de,prp
percorridas,N
ao,prp
sul,n
as,art
interessantes,adj
formações,n
calcárias,N
do,ADP
rio,n
das,ADP
Velhas,N
",",punc
salpintadas,N
de,prp
lagos,n
",",punc
solapadas,N
de,prp
sumidouros,N
e,conj-c
ribeirões,N
subterrâneos,adj
",",punc
onde,adv
se,pron-pers
abrem,v-fin
as,art
cavernas,N
do,ADP
homem,n
pré-histórico,N
de,prp
Lund,N
",",punc
se,conj-s
acentuam,v-fin
outras,pron-det
transições,N
na,ADP
contextura,N
superficial,N
do,ADP
solo,n
.,punc
De,prp
fato,n
",",punc
as,art
camadas,n
anteriores,adj
",",punc
que,pron-indp
vimos,v-fin
superpostas,N
às,N
rochas,n
graníticas,N
",",punc
decaem,N
",",punc
por,prp
sua,pron-det
vez,n
sotopondo-se,N
a,art
outras,pron-det
",",punc
mais,adv
modernas,adj
de,prp
espessos,N
estratos,n
de,prp
grés,N
.,punc
Novo,adj
horizonte,n
geológico,N
reponta,N
com,prp
um,art
traço,n
original,adj
e,conj-c
interessante,adj
.,punc
Mal,adv
estudado,v-pcp
embora,conj-s
",",punc
caracteriza-o,N
notável,adj
significação,N
orográfica,N
",",punc
porque,conj-s
as,art
cordilheiras,N
dominantes,adj
do,ADP
sul,n
ali,adv
se,pron-pers
extinguem,N
",",punc
soterradas,N
",",punc
numa,N
inumação,N
estupenda,N
",",punc
pelos,ADP
possantes,N
estratos,n
mais,adv
recentes,adj
",",punc
que,pron-indp
as,art
circundam,N
.,punc
A,art
terra,n
",",punc
porém,adv
",",punc
permanece,v-fin
elevada,v-pcp
",",punc
alongando-se,N
em,prp
planuras,N
amplas,N
",",punc
ou,conj-c
avultando,N
em,prp
falsas,adj
montanhas,n
de,prp
denudação,N
",",punc
descendo,N
em,prp
aclives,N
fortes,adj
",",punc
mas,conj-c
tendo,v-ger
os,art
dorsos,N
alargados,N
em,prp
plainos,N
inscritos,adj
num,ADP
horizonte,n
de,prp
nível,n
",",punc
apenas,adv
apontoado,N
a,art
leste,n
pelos,ADP
vértices,N
dos,ADP
albardões,N
distantes,adj
",",punc
que,pron-indp
perlongam,N
a,art
costa,n
.,punc
Verifica-se,N
.,punc
assim,adv
",",punc
a,art
tendência,n
para,prp
um,art
aplainamento,N
geral,adj
.,punc
6,num
Porque,conj-s
",",punc
neste,ADP
coincidir,N
das,ADP
terras,n
altas,adj
do,ADP
interior,n
e,conj-c
a,art
depressão,n
das,ADP
formações,n
arqueanas,N
",",punc
a,art
região,n
montanhosa,N
de,prp
minas,n
se,pron-pers
vai,v-fin
prendendo,N
",",punc
sem,prp
ressaltos,N
",",punc
à,ADP
extensa,N
zona,n
dos,ADP
tabuleiros,n
do,ADP
norte,n
.,punc
A,art
serra,N
do,ADP
Grão,N
Mogol,N
raiando,N
as,art
lindes,N
da,ADP
Bahia,prop
",",punc
é,v-fin
o,art
primeiro,adj
espécimen,N
dessas,N
esplêndidas,N
chapadas,N
imitando,N
cordilheiras,N
",",punc
que,pron-indp
tanto,conj-c
perturbam,N
aos,N
geógrafos,N
descuidados,N
.,punc
e,conj-c
as,art
demais,pron-det
que,pron-indp
a,art
convizinham,N
",",punc
da,ADP
do,ADP
Cabral,prop
mais,adv
próxima,adj
",",punc
à,ADP
da,ADP
Mata,N
da,ADP
Corda,N
alongando-se,N
para,prp
Goiás,prop
",",punc
modelam-se,N
de,prp
maneira,n
idêntica,adj
.,punc
Os,art
sulcos,N
de,prp
erosão,N
que,pron-indp
as,art
retalham,N
são,v-fin
cortes,n
geológicos,N
expressivos,N
.,punc
Ostentam,N
em,prp
plano,n
vertical,N
",",punc
sucedendo-se,N
a,prp
partir,v-inf
da,ADP
base,n
",",punc
as,art
mesmas,pron-det
rochas,n
que,pron-indp
vimos,v-fin
substituírem,v-fin
em,prp
alongado,N
roteiro,N
pela,ADP
superfície,n
:,N
embaixo,N
os,art
rebentos,N
graníticos,N
decaídos,N
pelo,ADP
fundo,n
dos,ADP
vales,N
",",punc
em,prp
cômoros,N
esparsos,N
.,punc
à,ADP
meia,n
encosta,N
",",punc
inclinadas,N
",",punc
as,art
placas,n
xistosas,N
mais,adv
recentes,adj
.,punc
no,ADP
alto,adj
",",punc
sobrepujando-as,N
",",punc
ou,conj-c
circuitando-lhes,N
os,art
flancos,N
em,prp
vales,N
monoclínicos,N
",",punc
os,art
lençóis,n
de,prp
grés,N
",",punc
predominantes,N
e,conj-c
oferecendo,v-ger
aos,N
agentes,n
meteóricos,N
plasticidade,N
admirável,N
aos,N
mais,adv
caprichosos,N
modelos,n
.,punc
Sem,prp
linhas,n
de,prp
cumeadas,N
",",punc
as,art
maiores,adj
serranias,N
nada,pron-indp
mais,adv
são,v-fin
que,conj-s
planuras,N
altas,adj
",",punc
extensas,N
rechãs,N
terminando,v-ger
de,prp
chofre,N
em,prp
encostas,N
abruptas,N
",",punc
na,ADP
molduragem,N
golpeante,N
do,ADP
regímen,N
torrencial,N
sobre,prp
o,art
terreno,n
permeável,N
e,conj-c
móvel,adj
.,punc
Caindo,N
por,prp
ali,adv
há,v-fin
séculos,n
as,art
fortes,adj
enxurradas,N
",",punc
derivando,N
a,art
princípio,n
em,prp
linhas,n
divagantes,N
de,prp
drenagem,n
",",punc
foram,v-fin
pouco,adv
a,art
pouco,adv
reprofundando-as,N
",",punc
talhando-as,N
em,prp
quebradas,v-pcp
que,pron-indp
se,pron-pers
fizeram,v-fin
cañons,N
",",punc
e,conj-c
se,pron-pers
fizeram,v-fin
vales,N
em,prp
declive,N
",",punc
até,prp
orlarem,N
de,prp
escarpamentos,N
e,conj-c
despenhadeiros,N
aqueles,pron-det
plainos,N
soerguidos,N
.,punc
E,conj-c
consoante,adv
a,art
resistência,n
dos,ADP
materiais,n
trabalhados,N
variaram,N
nos,ADP
aspectos,n
:,N
aqui,adv
apontam,v-fin
",",punc
rijamente,N
",",punc
sobre,prp
as,art
áreas,n
de,prp
nível,n
",",punc
os,art
últimos,adj
fragmentos,N
das,ADP
rochas,n
enterradas,v-pcp
",",punc
desvendando-se,N
em,prp
fraguedos,N
que,pron-indp
mal,adv
relembram,N
",",punc
na,ADP
altura,n
",",punc
o,art
antiqüíssimo,N
Himalaia,N
brasileiro,adj
",",punc
desbarrancado,N
",",punc
em,prp
desintegração,n
contínua,adj
",",punc
por,prp
todo,pron-det
o,art
curso,n
das,ADP
idades,n
.,punc
adiante,adv
",",punc
mais,adv
caprichosos,N
",",punc
se,conj-s
escalonam,N
em,prp
alinhamentos,N
incorretos,N
de,prp
menires,N
colossais,N
",",punc
ou,conj-c
em,prp
círculos,n
enormes,adj
",",punc
recordando,v-ger
na,ADP
disposição,n
dos,ADP
grandes,adj
blocos,n
superpostos,N
",",punc
em,prp
rimas,N
",",punc
muramentos,N
desmantelados,N
de,prp
ciclópicos,N
coliseus,N
em,prp
ruínas,n
ou,conj-c
então,adv
",",punc
pelos,ADP
visos,N
das,ADP
escarpas,N
",",punc
oblíquos,N
e,conj-c
sobreanceando,N
as,art
planuras,N
que,pron-indp
",",punc
interopostos,N
",",punc
ladeiam,N
",",punc
lembram,v-fin
aduelas,N
desconformes,N
",",punc
restos,n
da,ADP
monstruosa,N
abóbada,N
da,ADP
antiga,adj
cordilheira,n
",",punc
desabada,N
...,N
Mas,conj-c
desaparecem,N
de,prp
todo,pron-det
em,prp
vários,pron-det
pontos,n
.,punc
Estiram-se,N
então,adv
planuras,N
vastas,N
.,punc
Galgando-as,N
pelos,ADP
taludes,N
",",punc
que,pron-indp
as,art
soerguem,N
dandolhes,N
a,art
aparência,n
exata,adj
de,prp
tabuleiros,n
suspensos,v-pcp
",",punc
topam-se,N
",",punc
a,art
centenas,n
de,prp
metros,n
",",punc
extensas,N
áreas,n
ampliando-se,N
",",punc
boleadas,N
",",punc
pelos,ADP
quadrantes,N
