sincero,sincero
que,que
encara,encarar
a,a
História,história
como,como
ela,ele
merece,merecer
:,:
il,il
s,s
’,’
irrite,irrite
contre,contre
les,le
demi,demi
vérités,vérité
que,que
sont,sont
des,de
demi,demi
faussetés,fausseté
",",","
contre,contre
les,le
auteurs,auteur
qui,qui
n,n
’,’
altèrent,altèrent
ni,ni
une,unir
date,date
",",","
ni,ni
une,unir
généalogie,généalogie
",",","
mais,mais
dénaturent,dénaturent
les,le
sentiments,sentiment
et,et
les,le
moeurs,moeur
",",","
qui,qui
gardent,gardent
le,le
dessin,dessin
des,de
événements,événement
et,et
en,en
changent,changent
la,lo
couleur,couleur
",",","
qui,qui
copient,copient
les,le
faits,fait
et,et
défigurent,défigurent
l'âme,l'âme
.,.
il,il
veut,veut
sentir,sentir
en,en
barbare,barbare
",",","
parmi,parmi
les,le
barbares,barbar
",",","
et,et
",",","
parmi,parmi
les,le
anciens,anciem
",",","
en,en
ancien..,ancien..
Euclides,euclides
da,da
Cunha,cunha
.,.
São,são
Paulo,paulo
",",","
1901,1901
3,3
A,o
TERRA,terra
I.,i.
Preliminares,preliminar
.,.
A,o
entrada,entrada
do,do
sertão,sertão
.,.
Terra,terra
ignota,ignota
.,.
Em,em
caminho,caminho
para,para
Monte,monte
Santo,santo
.,.
Primeiras,primeiro
impressões,impressõe
.,.
Um,um
sonho,sonho
de,de
geólogo,geólogo
.,.
II,ii
.,.
Golpe,golpe
de,de
vista,vista
do,do
alto,alto
de,de
Monte,monte
Santo,santo
.,.
Do,do
alto,alto
da,da
Favela,favela
.,.
III,iii
.,.
O,o
clima,clima
.,.
Higrômetros,higrômetro
singulares,singular
.,.
IV,iv
.,.
As,o
secas,seco
.,.
Hipóteses,hipótese
sobre,sobre
a,o
sua,seu
gênese,gênese
.,.
As,o
caatingas,caatinga
.,.
V.,v.
Uma,um
categoria,categoria
geográfica,geográfico
que,que
Hegel,hegel
não,não
citou,citou
.,.
Como,como
se,se
faz,fazer
um,um
deserto,deserto
.,.
Como,como
se,se
extingue,extingue
o,o
deserto,deserto
.,.
O,o
martírio,martírio
secular,secular
da,da
terra,terra
.,.
4,4
Capítulo,capítulo
I,i
Preliminares,preliminar
O,o
Planalto,planalto
Central,central
do,do
Brasil,brasil
desce,descer
",",","
nos,no
litorais,litoral
do,do
Sul,sul
",",","
em,em
escarpas,escarpa
inteiriças,inteiriça
",",","
altas,alto
e,e
abruptas,abrupta
.,.
Assoberba,assoberba
os,o
mares,mar
.,.
e,e
desata-se,desata-se
em,em
chapadões,chapadõe
nivelados,nivelado
pelos,pelos
visos,viso
das,das
cordilheiras,cordilheira
marítimas,marítimo
",",","
distendidas,distendido
do,do
Rio,rio
Grande,grande
a,a
Minas,mina
.,.
Mas,mas
ao,ao
derivar,derivar
para,para
as,o
terras,terra
setentrionais,setentrional
diminui,diminuir
gradualmente,gradualmente
de,de
altitude,altitude
",",","
ao,ao
mesmo,mesmo
tempo,tempo
que,que
descamba,descamba
para,para
a,o
costa,costa
oriental,oriental
em,em
andares,andar
",",","
ou,ou
repetidos,repetido
socalcos,socalco
",",","
que,que
o,o
despem,despem
da,da
primitiva,primitivo
grandeza,grandeza
afastando-o,afastando-o
consideravelmente,consideravelmente
para,para
o,o
interior,interior
.,.
De,de
sorte,sorte
que,que
quem,quem
o,o
contorna,contorno
",",","
seguindo,seguir
para,para
o,o
norte,norte
",",","
observa,observar
notáveis,notávil
mudanças,mudança
de,de
relevos,relevo
:,:
a,o
principio,principio
o,o
traço,traço
contínuo,contínuo
e,e
dominante,dominante
das,das
montanhas,montanha
",",","
precintando-o,precintando-o
",",","
com,com
destaque,destaque
saliente,saliente
",",","
sobre,sobre
a,o
linha,linha
projetante,projetante
das,das
praias,praia
.,.
depois,depois
",",","
no,no
segmento,segmento
de,de
orla,orla
marítima,marítimo
entre,entre
o,o
Rio,rio
de,de
Janeiro,janeiro
e,e
o,o
Espírito,espíro
Santo,santo
",",","
um,um
aparelho,aparelho
litoral,litoral
revolto,revolto
",",","
feito,fazer
da,da
envergadura,envergadura
desarticulada,desarticulado
das,das
serras,serra
",",","
riçado,riçado
de,de
cumeadas,cumeada
e,e
corroído,correr
de,de
angras,angra
",",","
e,e
escancelando-se,escancelando-se
em,em
baias,baia
",",","
repartindo-se,repartindo-se
em,em
ilhas,ilha
",",","
e,e
desagregando-se,desagregando-se
em,em
recifes,recife
desnudos,desnudo
",",","
à,à
maneira,maneira
de,de
escombros,escombros
do,do
conflito,conflito
secular,secular
que,que
ali,ali
se,se
trava,trava
entre,entre
os,o
mares,mar
e,e
a,o
terra,terra
.,.
em,em
seguida,seguir
",",","
transposto,transpor
o,o
15°,15°
paralelo,paralelo
",",","
a,o
atenuação,atenuação
de,de
todos,todo
os,o
acidentes,acidente
-,-
serranias,serrania
que,que
se,se
arredondam,arredondam
e,e
suavizam,suavizar
as,o
linhas,linha
dos,dos
taludes,talude
",",","
fracionadas,fracionado
em,em
morros,morro
de,de
encostas,encosta
indistintas,indistinto
no,no
horizonte,horizonte
que,que
se,se
amplia,ampliar
.,.
até,até
que,que
em,em
plena,pleno
faixa,faixa
costeira,costeiro
da,da
Bahia,bahia
",",","
o,o
olhar,olhar
",",","
livre,livre
dos,dos
anteparos,anteparo
de,de
serras,serra
que,que
até,até
lá,lá
o,o
repulsam,repulsam
e,e
abreviam,abreviam
",",","
se,se
dilata,dilata
em,em
cheio,cheio
para,para
o,o
ocidente,ocidente
",",","
mergulhando,mergulhando
no,no
âmago,âmago
da,da
terra,terra
amplíssima,amplíssimo
lentamente,lentamente
emergindo,emergindo
num,num
ondear,ondear
longínquo,longínquo
de,de
chapadas,chapada
...,...
Este,este
facies,facie
geográfico,geográfico
resume,resume
a,o
morfogenia,morfogenia
do,do
grande,grande
maciço,maciço
continental,continental
.,.
Demonstra-o,demonstra-o
análise,análise
mais,mais
íntima,íntimo
feita,fazer
por,por
um,um
corte,corte
meridiano,meridiano
qualquer,qualquer
",",","
acompanhando,acompanhar
à,à
bacia,bacia
do,do
S.,s.
Francisco,francisco
.,.
Vê-se,vê-se
",",","
do,do
fato,fato
",",","
que,que
três,três
formações,formaçõe
geognósticas,geognóstico
díspares,díspar
",",","
de,de
idades,idade
mal,mal
determinadas,determinar
",",","
aí,aí
se,se
substituem,substituir
",",","
ou,ou
se,se
entrelaçam,entrelaçam
",",","
em,em
estratificações,estratificaçõe
discordantes,discordante
",",","
formando,formando
o,o
predomínio,predomínio
exclusivo,exclusivo
de,de
umas,um
",",","
ou,ou
a,o
combinação,combinação
de,de
todas,todo
",",","
os,o
traços,traço
variáveis,variávil
da,da
fisionomia,fisionomia
da,da
terra,terra
.,.
Surgem,surgem
primeiro,primeiro
as,o
possantes,possante
massas,massa
gnaissegraníticas,gnaissegranítico
",",","
que,que
a,a
partir,partir
do,do
extremo,extremo
sul,sul
se,se
encurvam,encurvam
em,em
desmedido,desmedido
anfiteatro,anfiteatro
",",","
alteando,alteando
as,o
paisagens,paisagem
admiráveis,admirávil
que,que
tanto,tanto
encantam,encantam
e,e
iludem,iludem
as,o
vistas,vista
inexpertas,inexperto
dos,dos
forasteiros,forasteiro
.,.
A,o
princípio,princípio
abeiradas,abeirado
do,do
mar,mar
progridem,progredir
em,em
sucessivas,sucessivo
cadeias,cadeia
",",","
sem,sem
rebentos,rebento
laterais,lateral
",",","
até,até
as,o
raias,raia
do,do
litoral,litoral
paulista,paulista
",",","
feito,fazer
dilatado,dilatado
muro,muro
de,de
arrimo,arrimo
sustentando,sustentando
as,o
formações,formaçõe
sedimentárias,sedimentária
do,do
interior,interior
.,.
A,o
terra,terra
sobranceia,sobranceu
o,o
oceano,oceano
",",","
dominante,dominante
",",","
do,do
fastígio,fastígio
das,das
escarpas,escarpa
.,.
e,e
quem,quem
a,o
alcança,alÃ§ar
como,como
quem,quem
vinga,vinga
a,o
rampa,rampa
de,de
um,um
majestoso,majestoso
palco,palco
",",","
justifica,justificar
todos,todo
os,o
exageros,exagero
descritivos,descritivos
-,-
do,do
gongorismo,gongorismo
de,de
Rocha,rocha
Pita,pita
às,à
extravagâncias,extravagância
geniais,genial
de,de
Buckle,buckle
-,-
que,que
fazem,fazer
deste,deste
país,paí
região,região
privilegiada,privilegiado
",",","
onde,onde
a,o
natureza,natureza
armou,armou
a,o
sua,seu
mais,mais
portentosa,portentoso
oficina,oficina
.,.
É,é
que,que
",",","
de,de
feito,fazer
",",","
sob,sob
o,o
tríplice,tríplice
aspecto,aspecto
astronômico,astronômico
",",","
topográfico,topográfico
e,e
geológico,geológico
a,o
nenhuma,nenhum
se,se
afigura,afiguro
tão,tão
afeiçoada,afeiçoado
à,à
Vida,vida
.,.
Transmontadas,transmontado
as,o
serras,serra
",",","
sob,sob
a,o
linha,linha
fulgurante,fulgurante
do,do
trópico,trópico
",",","
vêem-se,vêem-se
",",","
estirados,estirado
para,para
o,o
ocidente,ocidente
e,e
norte,norte
",",","
extensos,extenso
chapadões,chapadõe
cuja,cujo
urdidura,urdidura
de,de
camadas,camada
horizontais,horizontal
de,de
grés,gré
argiloso,argiloso
",",","
intercaladas,intercalado
de,de
emersões,emersõe
calcárias,calcária
",",","
ou,ou
diques,dique
de,de
rochas,rocha
eruptivas,eruptivo
básicas,básico
",",","
do,do
mesmo,mesmo
passo,passo
lhes,lhe
explica,explicar
a,a
exuberância,exuberância
sem,sem
par,par
e,e
as,o
áreas,área
complanadas,complanado
e,e
vastas,vasta
.,.
A,o
terra,terra
atrai,atrair
irresistivelmente,irresistivelmente
o,o
homem,homem
",",","
arrebatando-o,arrebatando-o
na,na
própria,próprio
correnteza,correnteza
dos,dos
rios,rio
que,que
",",","
do,do
Iguaçu,iguaçu
ao,ao
5,5
Tietê,tietê
",",","
traçando,traçando
originalíssima,originalíssimo
rede,rede
hidrográfica,hidrográfico
",",","
correm,correr
da,da
costa,costa
para,para
os,o
sertões,sertõe
",",","
como,como
se,se
nascessem,nascessem
nos,nos
mares,mar
e,e
canalizassem,canalizassem
as,o
suas,seu
energias,energia
eternas,eterno
para,para
os,o
recessos,recesso
das,das
matas,mata
opulentas,opulenta
.,.
Rasgam,rasgam
facilmente,facilmente
aqueles,aquele
estratos,estrato
em,em
traçados,traçado
uniformes,uniforme
",",","
sem,sem
talvegues,talvegue
deprimidos,deprimido
",",","
e,e
dão,dão
ao,ao
conjunto,conjunto
dos,dos
terrenos,terreno
até,até
além,além
do,do
Paraná,paraná
a,o
feição,feição
de,de
largos,largo
plainos,plaino
ondulados,ondulado
",",","
desmedidos,desmedido
.,.
Entretanto,entretanto
",",","
para,para
leste,leste
a,a
natureza,natureza
é,é
diversa,diversa
.,.
Estereografa-se,estereografa-se
",",","
duramente,duramente
",",","
nas,nas
placas,placa
rígidas,rígido
dos,dos
afloramentos,afloramento
gnáissicos,gnáissico
.,.
e,e
o,o
talude,talude
dos,dos
planaltos,planalto
dobra-se,dobra-se
do,do
socalco,socalco
da,da
Mantiqueira,mantiqueiro
",",","
onde,onde
se,se
encaixa,encaixa
o,o
Paraíba,paraíba
",",","
ou,ou
desfaz-se,desfaz-se
em,em
rebentos,rebento
que,que
",",","
após,após
apontarem,apontarem
as,o
alturas,altura
de,de
píncaros,píncaro
centralizados,centralizar
pelo,pelo
Itatiaia,itatiaia
",",","
levam,levar
até,até
o,o
âmago,âmago
de,de
Minas,mina
as,o
paisagens,paisagem
alpestres,alpestre
do,do
litoral,litoral
.,.
Mas,mas
ao,ao
penetrar-se,penetrar-se
este,este
Estado,estado
nota-se,nota-se
",",","
malgrado,malgrado
o,o
tumultuar,tumultuar
das,das
serranias,serrania
",",","
lenta,lento
descensão,descensão
geral,geral
para,para
o,o
norte,norte
.,.
Como,como
nos,no
altos,alto
chapadões,chapadõe
de,de
São,são
Paulo,paulo
e,e
do,do
Paraná,paraná
",",","
todas,todo
as,o
caudais,caudal
revelam,revelar
este,este
pendor,pendor
insensível,insensível
com,com
derivarem,derivarem
em,em
leitos,leito
contorcidos,contorcido
e,e
vencendo,vencer
",",","
contrafeitas,contrafeito
",",","
o,o
antagonismo,antagonismo
permanente,permanente
das,das
montanhas,montanha
:,:
o,o
rio,rio
Grande,grande
rompe,romper
",",","
rasgando-a,rasgando-a
com,com
a,o
força,força
viva,vivo
da,da
corrente,corrente
",",","
a,o
serra,serra
da,da
Canastra,canastra
",",","
e,e
",",","
norteados,norteado
pela,pela
meridiana,meridiana
",",","
abrem-se,abrem-se
adiante,adiante
os,o
fundos,fundo
vales,vale
de,de
erosão,erosão
do,do
rio,rio
das,das
Velhas,velho
e,e
do,do
S.,s.
Francisco,francisco
.,.
Ao,ao
mesmo,mesmo
tempo,tempo
",",","
transpostas,transpor
as,o
sublevações,sublevaçõe
que,que
vão,vão
de,de
Barbacena,barbaceno
a,o
Ouro,ouro
Preto,preto
",",","
as,o
formações,formaçõe
primitivas,primitivo
desaparecem,desaparecem
",",","
mesmo,mesmo
nas,nas
maiores,grande
eminências,eminência
",",","
e,e
jazem,jazem
sotopostas,sotoposta
a,o
complexas,complexo
séries,série
de,de
xistos,xisto
metamórficos,metamórfico
",",","
infiltrados,infiltrado
de,de
veeiros,veeiro
fartos,fartar
",",","
nas,nas
paragens,paragem
lendárias,lendária
do,do
ouro,ouro
.,.
A,o
mudança,mudança
estrutural,estrutural
origina,origino
quadros,quadro
naturais,natural
mais,mais
imponentes,imponente
que,que
os,o
da,da
borda,borda
marítima,marítimo
.,.
A,o
região,região
continua,continuar
alpestre,alpestre
.,.
O,o
caráter,caráter
das,das
rochas,rocha
",",","
exposto,expor
nas,nas
abas,aba
dos,dos
cerros,cerro
de,de
quartzito,quartzito
",",","
ou,ou
nas,nas
grimpas,grimpa
em,em
que,que
se,se
empilham,empilham
as,o
placas,placa
do,do
itacolomito,itacolomo
avassalando,avassalando
as,o
alturas,altura
",",","
aviva,avivo
todos,todo
os,o
acidentes,acidente
",",","
desde,desde
os,o
maciços,maciço
que,que
vão,vão
de,de
Ouro,ouro
Branco,branco
a,o
Sabará,sabará
",",","
à,à
zona,zona
diamantina,diamantino
expandindo-se,expandindo-se
para,para
nordeste,nordeste
nas,nas
chapadas,chapada
que,que
se,se
desenrolam,desenrolam
nivelando-se,nivelando-se
às,à
cimas,cima
da,da
serra,serra
do,do
Espinhaço,espinhaço
.,.
e,e
esta,este
",",","
apesar,apesar
da,da
sugestiva,sugestivo
denominação,denominação
de,de
Eschwege,eschwege
",",","
mal,mal
sobressai,sobressai
",",","
entre,entre
aquelas,aquele
lombadas,lombada
definidoras,definidor
de,de
uma,um
situação,situação
dominante,dominante
.,.
Dali,dali
descem,descer
",",","
acachoantes,acachoante
",",","
para,para
o,o
levante,levante
",",","
tombando,tombando
em,em
catadupas,catadupa
ou,ou
saltando,saltando
travessões,travessõe
sucessivos,sucessivo
",",","
todos,todo
os,o
rios,rio
que,que
do,do
Jequitinhonha,jequitinhonha
ao,ao
Doce,doce
procuram,procurar
os,o
terraços,terraço
inferiores,inferior
do,do
planalto,planalto
arrimados,arrimado
à,à
serra,serra
dos,dos
Aimorés,aimoré
.,.
e,e
volvem,volvem
águas,água
remansadas,remansado
para,para
o,o
poente,poente
os,o
que,que
se,se
destinam,destinam
à,à
bacia,bacia
de,de
captação,captação
do,do
S.,s.
Francisco,francisco
",",","
em,em
cujo,cujo
vale,valer
",",","
depois,depois
de,de
percorridas,percorrido
ao,ao
sul,sul
as,o
interessantes,interessante
formações,formaçõe
calcárias,calcária
do,do
rio,rio
das,das
Velhas,velho
",",","
salpintadas,salpintado
de,de
lagos,lago
",",","
solapadas,solapado
de,de
sumidouros,sumidouro
e,e
ribeirões,ribeirõe
subterrâneos,subterrâneo
",",","
onde,onde
se,se
abrem,abrir
as,o
cavernas,caverna
do,do
homem,homem
pré-histórico,pré-histórico
de,de
Lund,lund
",",","
se,se
acentuam,acentuar
outras,outro
transições,transiçõe
na,na
contextura,contextura
superficial,superficial
do,do
solo,solo
.,.
De,de
fato,fato
",",","
as,o
camadas,camada
anteriores,anterior
",",","
que,que
vimos,ver
superpostas,superposta
às,à
rochas,rocha
graníticas,granítico
",",","
decaem,decaem
",",","
por,por
sua,seu
vez,vez
sotopondo-se,sotopondo-se
a,o
outras,outro
",",","
mais,mais
modernas,moderno
de,de
espessos,espesso
estratos,estrato
de,de
grés,gré
.,.
Novo,novo
horizonte,horizonte
geológico,geológico
reponta,reponta
com,com
um,um
traço,traço
original,original
e,e
interessante,interessante
.,.
Mal,mal
estudado,estudar
embora,embora
",",","
caracteriza-o,caracteriza-o
notável,notável
significação,significação
orográfica,orográfico
",",","
porque,porque
as,o
cordilheiras,cordilheira
dominantes,dominante
do,do
sul,sul
ali,ali
se,se
extinguem,extinguem
",",","
soterradas,soterrado
",",","
numa,numa
inumação,inumação
estupenda,estupenda
",",","
pelos,pelos
possantes,possante
estratos,estrato
mais,mais
recentes,recente
",",","
que,que
as,o
circundam,circundam
.,.
A,o
terra,terra
",",","
porém,porém
",",","
permanece,permanecer
elevada,elevar
",",","
alongando-se,alongando-se
em,em
planuras,planura
amplas,ampla
",",","
ou,ou
avultando,avultando
em,em
falsas,falso
montanhas,montanha
de,de
denudação,denudação
",",","
descendo,descendo
em,em
aclives,aclive
fortes,forte
",",","
mas,mas
tendo,ter
os,o
dorsos,dorso
alargados,alargado
em,em
plainos,plaino
inscritos,inscrito
num,num
horizonte,horizonte
de,de
nível,nível
",",","
apenas,apenas
apontoado,apontoado
a,o
leste,leste
pelos,pelos
vértices,vértice
dos,dos
albardões,albardõe
distantes,distante
",",","
que,que
perlongam,perlongam
a,o
costa,costa
.,.
Verifica-se,verifica-se
.,.
assim,assim
",",","
a,o
tendência,tendência
para,para
um,um
aplainamento,aplainamento
geral,geral
.,.
6,6
Porque,porque
",",","
neste,neste
coincidir,coincidir
das,das
terras,terra
altas,alto
do,do
interior,interior
e,e
a,o
depressão,depressão
das,das
formações,formaçõe
arqueanas,arqueano
",",","
a,o
região,região
montanhosa,montanhoso
de,de
minas,mina
se,se
vai,ir
prendendo,prendendo
",",","
sem,sem
ressaltos,ressalto
",",","
à,à
extensa,extensa
zona,zona
dos,dos
tabuleiros,tabuleiro
do,do
norte,norte
.,.
A,o
serra,serra
do,do
Grão,grão
Mogol,mogol
raiando,raiando
as,o
lindes,linde
da,da
Bahia,bahia
",",","
é,é
o,o
primeiro,primeiro
espécimen,espécimen
dessas,dessa
esplêndidas,esplêndido
chapadas,chapada
imitando,imitando
cordilheiras,cordilheira
",",","
que,que
tanto,tanto
perturbam,perturbam
aos,ao
geógrafos,geógrafo
descuidados,descuidado
.,.
e,e
as,o
demais,demais
que,que
a,o
convizinham,convizinham
",",","
da,da
do,do
Cabral,cabral
mais,mais
próxima,próximo
",",","
à,à
da,da
Mata,mata
da,da
Corda,corda
alongando-se,alongando-se
para,para
Goiás,goiás
",",","
modelam-se,modelam-se
de,de
maneira,maneira
idêntica,idêntico
.,.
Os,o
sulcos,sulco
de,de
erosão,erosão
que,que
as,o
retalham,retalham
são,são
cortes,corte
geológicos,geológico
expressivos,expressivo
.,.
Ostentam,ostentam
em,em
plano,plano
vertical,vertical
",",","
sucedendo-se,sucedendo-se
a,a
partir,partir
da,da
base,base
",",","
as,o
mesmas,mesmo
rochas,rocha
que,que
vimos,ver
substituírem,substituírem
em,em
alongado,alongado
roteiro,roteiro
pela,pela
superfície,superfície
:,:
embaixo,embaixo
os,o
rebentos,rebento
graníticos,granítico
decaídos,decaído
pelo,pelo
fundo,fundo
dos,dos
vales,vale
",",","
em,em
cômoros,cômoro
esparsos,esparso
.,.
à,à
meia,meia
encosta,encosta
",",","
inclinadas,inclinado
",",","
as,o
placas,placa
xistosas,xistoso
mais,mais
recentes,recente
.,.
no,no
alto,alto
",",","
sobrepujando-as,sobrepujando-a
",",","
ou,ou
circuitando-lhes,circuitando-lhe
os,o
flancos,flanco
em,em
vales,vale
monoclínicos,monoclínico
",",","
os,o
lençóis,lençóil
de,de
grés,gré
",",","
predominantes,predominante
e,e
oferecendo,oferecer
aos,ao
agentes,agente
meteóricos,meteórico
plasticidade,plasticidade
admirável,admirável
aos,ao
mais,mais
caprichosos,caprichoso
modelos,modelo
.,.
Sem,sem
linhas,linha
de,de
cumeadas,cumeada
",",","
as,o
maiores,grande
serranias,serrania
nada,nada
mais,mais
são,são
que,que
planuras,planura
altas,alto
",",","
extensas,extensa
rechãs,rechã
terminando,terminar
de,de
chofre,chofre
em,em
encostas,encosta
abruptas,abrupta
",",","
na,na
molduragem,molduragem
golpeante,golpeante
do,do
regímen,regímen
torrencial,torrencial
sobre,sobre
o,o
terreno,terreno
permeável,permeável
e,e
móvel,móvel
.,.
Caindo,caindo
por,por
ali,ali
há,há
séculos,século
as,o
fortes,forte
enxurradas,enxurrada
",",","
derivando,derivando
a,o
princípio,princípio
em,em
linhas,linha
divagantes,divagante
de,de
drenagem,drenagem
",",","
foram,ser
pouco,pouco
a,o
pouco,pouco
reprofundando-as,reprofundando-a
",",","
talhando-as,talhando-a
em,em
quebradas,quebrar
que,que
se,se
fizeram,fazer
cañons,cañom
",",","
e,e
se,se
fizeram,fazer
vales,vale
em,em
declive,declive
",",","
até,até
orlarem,orlarem
de,de
escarpamentos,escarpamento
e,e
despenhadeiros,despenhadeiro
aqueles,aquele
plainos,plaino
soerguidos,soerguido
.,.
E,e
consoante,consoante
a,o
resistência,resistência
dos,dos
materiais,material
trabalhados,trabalhado
variaram,variaram
nos,nos
aspectos,aspecto
:,:
aqui,aqui
apontam,apontar
",",","
rijamente,rijamente
",",","
sobre,sobre
as,o
áreas,área
de,de
nível,nível
",",","
os,o
últimos,último
fragmentos,fragmento
das,das
rochas,rocha
enterradas,enterrar
",",","
desvendando-se,desvendando-se
em,em
fraguedos,fraguedo
que,que
mal,mal
relembram,relembram
",",","
na,na
altura,altura
",",","
o,o
antiqüíssimo,antiqüíssimo
Himalaia,himalaia
brasileiro,brasileiro
",",","
desbarrancado,desbarrancado
",",","
em,em
desintegração,desintegração
contínua,contínua
",",","
por,por
todo,todo
o,o
curso,curso
das,das
idades,idade
.,.
adiante,adiante
",",","
mais,mais
caprichosos,caprichoso
",",","
se,se
escalonam,escalonam
em,em
alinhamentos,alinhamento
incorretos,incorreto
de,de
menires,menir
colossais,colossal
",",","
ou,ou
em,em
círculos,círculo
